Y,X,OBJECTID,Name
26.5226571313338,-78.7053531657424,1,Ruby Golf Course
26.5126130756286,-78.7023962831516,2,Emerald Golf Course
26.5117739596419,-78.6508979774775,3,Reef Course and Country Club
26.5240556498481,-78.6448393042488,4,Lucayan Golf Course & Country Club
26.5550108494106,-78.5738543078337,5,Shannon Golf Course
26.5088065198967,-78.7200223199842,6,
26.5463982260314,-78.6227149693353,7,
26.5518002809928,-78.6281927894313,8,
