X,Y,FEET,Shape_Leng
,,2.00000000000,604887.06523900002
,,2.00000000000,20057.43177660000
,,2.00000000000,62996.42251900000
,,0.00000000000,2034.08128228000
,,8.00000000000,13748.95908420000
,,0.00000000000,5172.26103836000
,,0.00000000000,239.99925041600
,,0.00000000000,12438.45720680000
,,0.00000000000,1505.18454735000
,,4.00000000000,17646.71119040000
,,0.00000000000,364.60962062400
,,-6.00000000000,612.52041998800
,,2.00000000000,12661.22668900000
,,2.00000000000,17328.30657760000
,,2.00000000000,391.68201506100
,,2.00000000000,420.89085328600
,,0.00000000000,2220.41568029000
,,0.00000000000,5610.95974406000
,,0.00000000000,231.17932292800
,,0.00000000000,11.06943576310
,,0.00000000000,6265.70797936000
,,0.00000000000,124982.59424700000
,,0.00000000000,20257.46612160000
,,2.00000000000,768.23265439900
,,4.00000000000,436.53716223400
,,2.00000000000,7761.71281095000
,,2.00000000000,876.06998068900
,,4.00000000000,6771.84035339000
,,4.00000000000,302.77150730700
,,0.00000000000,22728.84282650000
,,4.00000000000,71374.71675480000
,,0.00000000000,2683.52525131000
,,2.00000000000,8225.09541511000
,,0.00000000000,1514.58615067000
,,0.00000000000,10338.20430360000
,,0.00000000000,14312.42780950000
,,4.00000000000,11596.04527570000
,,2.00000000000,11142.64968380000
,,0.00000000000,2138.14192384000
,,0.00000000000,5014.93197979000
,,0.00000000000,2262.60549083000
,,2.00000000000,21397.89508510000
,,4.00000000000,77813.20973790000
,,2.00000000000,33400.95854830000
,,0.00000000000,26944.67224170000
,,2.00000000000,10346.03536160000
,,4.00000000000,5175.48613937000
,,4.00000000000,1497.77531513000
,,6.00000000000,7511.61440166000
,,4.00000000000,7204.01035425000
,,0.00000000000,16000.25721230000
,,0.00000000000,2.43607156984
,,4.00000000000,9067.75129898000
,,6.00000000000,12643.67716640000
,,8.00000000000,18574.57473760000
,,2.00000000000,7704.60847874000
,,2.00000000000,12.82560156500
,,6.00000000000,29828.69044300000
,,4.00000000000,3432.53749003000
,,2.00000000000,3072.13987560000
,,2.00000000000,17639.00724290000
,,8.00000000000,73937.25307540000
,,6.00000000000,22504.86693480000
