LENGTH,area,len,Shape_Leng,Shape_Area
3651.60753279000,0.00000000000,0.00000000000,3651.60754525000,140814.94020000001
1.22780322000,0.00000000000,0.00000000000,1.22780864758,0.03606873732
75.11092357000,0.00000000000,0.00000000000,75.11092434630,202.88251778800
55.05826079000,0.00000000000,0.00000000000,55.05825955990,223.83480787100
135.62006911000,0.00000000000,0.00000000000,135.62006922900,924.64400333200
80.39696388000,0.00000000000,0.00000000000,80.39696243400,385.94025606200
2514.91011296000,0.00000000000,0.00000000000,2514.91011011000,103705.25814700000
867.56638782000,0.00000000000,0.00000000000,867.56639226500,44204.11252290000
885.84237800000,0.00000000000,0.00000000000,885.84239139600,20848.93338650000
311.08295376000,0.00000000000,0.00000000000,311.08294712200,3990.91666819000
288.20487742000,0.00000000000,0.00000000000,288.20486834300,4290.62744828000
1185.90241029000,0.00000000000,0.00000000000,1185.90241543000,56693.43249900000
146.03480110000,0.00000000000,0.00000000000,146.03480236900,630.70632283600
332.33439045000,0.00000000000,0.00000000000,332.33440179600,4573.66476881000
1360.65104353000,0.00000000000,0.00000000000,1360.65104349000,61177.40859330000
247.88116887000,0.00000000000,0.00000000000,247.88116643100,2106.02418795000
359.39656311000,0.00000000000,0.00000000000,359.39656128100,7869.50588631000
335.50044338000,0.00000000000,0.00000000000,335.50044161600,5422.83084289000
335.13628749000,0.00000000000,0.00000000000,335.13629885000,3635.94652097000
303.23828073000,0.00000000000,0.00000000000,303.23829230100,3189.93056559000
99.33484474000,0.00000000000,0.00000000000,99.33483618680,686.64565620700
210.74357860000,0.00000000000,0.00000000000,210.74357864700,2106.99584066000
149.37074282000,0.00000000000,0.00000000000,149.37074639400,1075.13255343000
124.06236445000,0.00000000000,0.00000000000,124.06236243000,618.34709078700
254.79142570000,0.00000000000,0.00000000000,254.79143348400,2554.13966203000
115.27298977000,0.00000000000,0.00000000000,115.27298542700,914.62197778900
124.73421485000,0.00000000000,0.00000000000,124.73421656100,1141.03374995000
466.93629838000,0.00000000000,0.00000000000,466.93628804400,6272.25660384000
559.05665976000,0.00000000000,0.00000000000,559.05666353500,14755.92753230000
916.52094909000,0.00000000000,0.00000000000,916.52093852600,30621.01852810000
1152.88005724000,0.00000000000,0.00000000000,1152.88006687000,53786.85330900000
1478.31863842000,0.00000000000,0.00000000000,1478.31864017000,32212.76688620000
939.38374872000,0.00000000000,0.00000000000,939.38375135500,32754.68405590000
1274.13208315000,0.00000000000,0.00000000000,1274.13207163000,53947.91450100000
135.71294628000,0.00000000000,0.00000000000,135.71294849800,777.49927633300
1202.35039717000,0.00000000000,0.00000000000,1202.35039883000,42975.35655810000
283.97992851000,0.00000000000,0.00000000000,283.97992866200,4010.36446153000
1088.46562004000,0.00000000000,0.00000000000,1088.46559900000,32164.00451240000
766.20669643000,0.00000000000,0.00000000000,766.20668516500,9877.31664152000
232.12896912000,0.00000000000,0.00000000000,232.12896723900,2982.71764205000
84.43553123000,0.00000000000,0.00000000000,84.43553243180,290.31229003100
274.77939226000,0.00000000000,0.00000000000,274.77939265900,4722.62847008000
209.75569175000,0.00000000000,0.00000000000,209.75569471800,1362.68406095000
209.21680532000,0.00000000000,0.00000000000,209.21680676000,1918.19072773000
2360.87060543000,0.00000000000,0.00000000000,2360.86087432000,84974.09677990001
2574.36977427000,0.00000000000,0.00000000000,2574.36980019000,239982.71258900000
8299.64551424000,0.00000000000,0.00000000000,8299.64555960000,1021591.61961000005
438.80367886000,0.00000000000,0.00000000000,438.80367657200,6662.18812771000
499.45957496000,0.00000000000,0.00000000000,499.45957630000,5803.37672512000
71.61288724000,0.00000000000,0.00000000000,71.61289116340,356.88006477100
2971.40563284000,0.00000000000,0.00000000000,2971.40560896000,188494.53159500001
