Subdiv,Block,Unit,Shape_Leng,Shape_Area
Royal Bahamia Estates,20,,658.185584216,22659.028439
Royal Bahamia Estates,21,,1972.43769947,74153.8719239
Royal Bahamia Estates,22,,607.418030862,17959.5251005
Royal Bahamia Estates,23,,1735.26556847,65588.9240264
Royal Bahamia Estates,24,,931.923717185,33630.0471117
Royal Bahamia Estates,25,,859.286573362,30025.1897338
Royal Bahamia Estates,26,,885.731995695,28467.8957842
Royal Bahamia Estates,27,,506.575746313,10725.4361721
Royal Bahamia Estates,28,,996.503942773,38822.6583723
Royal Bahamia Estates,29,,1065.01370226,42302.2048664
Royal Bahamia Estates,3,,800.777406623,27977.4753513
Royal Bahamia Estates,30,,1058.14683701,25563.5342847
Royal Bahamia Estates,32,,1638.36723725,62266.7697117
Royal Bahamia Estates,33,,920.137795565,35479.3122394
Royal Bahamia Estates,34,,948.42304583,34279.1909225
Royal Bahamia Estates,35,,1614.00264607,44679.7970206
Royal Bahamia Estates,36,,1006.00274671,37002.6898457
Royal Bahamia Estates,37,,232.638961061,2366.58269309
Royal Bahamia Estates,4,,740.808895939,23781.7366044
Royal Bahamia Estates,5,,825.382744628,28268.3773589
Royal Bahamia Estates,6,,689.910465623,21222.8606905
Royal Bahamia Estates,7,,875.353096487,29965.3030105
Royal Bahamia Estates,8,,261.746445748,3003.38617271
Royal Bahamia Estates,9,,777.408597258,24958.7532904
Royal Palm Bay,20,1,242.080447075,3293.53525092
Royal Palm Bay,21,1,1361.0450509,54015.6740225
Royal Palm Bay,22,1,907.96886439,39282.2751516
Royal Palm Bay,23,1,1453.67850488,40518.7239593
Royal Palm Bay,6,1,2055.95852199,40317.2777927
Seahorse Village,1,,945.63169226,15405.7495353
Seahorse Village,10,,981.644231149,17373.5432066
Seahorse Village,11,,389.530515178,9252.60009128
Seahorse Village,12,,872.472221682,22622.8453602
Seahorse Village,2,,706.313689929,21747.0333897
Seahorse Village,3,,1105.51850914,36327.5478462
Seahorse Village,4,,1301.66610571,23528.2427308
Seahorse Village,5,,792.018783511,25144.7044309
Seahorse Village,6,,1053.33773578,35469.5871734
Seahorse Village,7,,518.649616605,14499.0606484
Seahorse Village,8,,583.199674392,16994.8379123
Seahorse Village,9,,686.047714517,20568.4728999
Sentinel Bay,13,1,1183.23247685,39746.9430749
Sentinel Bay,14,1,962.662008178,34293.3601216
Sentinel Bay,15,1,893.284832914,31057.0082428
Sentinel Bay,16,1,1232.17072826,47177.1762003
Sentinel Bay,17,1,954.667512231,15251.3771968
Sentinel Bay,18,1,1409.60468454,50826.9548539
Sentinel Bay,19,1,831.395582208,29783.9594455
Sentinel Bay,5,1,2887.6987257,84146.5635926
Sentinel Bay,6,1,1344.48290912,25793.7017209
Sentinel Bay,7,1,788.937699853,26817.2530681
Sentinel Bay,8,1,1684.14823499,50152.0113352
Shannon,1,,5428.19347775,111585.899841
Shannon,10,,926.818450865,34249.4735312
Shannon,2,,887.996428703,32401.1803253
Shannon,3,,1280.74072498,47971.1221696
Shannon,4,,643.315554658,12669.4764629
Shannon,5,,1318.50243237,27659.9553239
Shannon,6,,2841.71062398,84975.9438324
Shannon,7,,1132.57009022,44755.4551053
Shannon,8,,1013.5247273,40391.3656667
Shannon,9,,972.345258732,35406.9162992
Shannon Country Club,1,,3307.56630787,77059.8187883
Shannon Country Club,1,1,3666.18463497,81758.9144775
Shannon Country Club,10,,4688.76408902,107180.753744
Shannon Country Club,11,,815.486148346,31252.5495822
Shannon Country Club,12,,932.267777873,35888.6046848
Shannon Country Club,13,,1472.35244883,61998.7113108
Shannon Country Club,14,,2203.58655778,54274.9623076
Shannon Country Club,15,,1041.40686792,39442.614081
Shannon Country Club,16,,903.752804472,18422.7136108
Shannon Country Club,17,,912.378486362,33909.9818984
Shannon Country Club,18,,2265.29399652,56416.1228891
Shannon Country Club,18,1,475.277631957,9740.27542209
Shannon Country Club,19,,859.170134288,28678.2994499
Shannon Country Club,19,1,630.441126857,20370.9533987
Shannon Country Club,2,,5639.28050307,128732.199774
Shannon Country Club,2,1,965.930268022,19191.8004034
Shannon Country Club,20,,895.10264156,38235.877764
Shannon Country Club,20,1,833.306243821,31480.1314998
Shannon Country Club,21,,762.052103955,17043.7799428
Shannon Country Club,21,1,767.218335049,17176.3563753
Shannon Country Club,22,,972.18294874,22834.1308199
Shannon Country Club,3,,1098.61593046,25865.6631726
Shannon Country Club,4,,1064.60533801,45574.7673604
Shannon Country Club,5,,1738.12715026,39571.289363
Shannon Country Club,6,,4264.01789652,104439.402871
Shannon Country Club,7,,1190.25939561,45493.6962131
Shannon Country Club,8,1,1262.99179895,50137.9234876
Shannon Country Club,9,,1306.11019372,54205.940725
Sherwood Forest,1,1,1146.7872324,21740.649503
Sherwood Forest,10,1,579.260441704,15691.9096343
Sherwood Forest,11,1,943.093719387,21344.7866689
Sherwood Forest,12,1,887.614341365,33532.6822177
Sherwood Forest,13,1,2754.52603379,64179.8354924
Sherwood Forest,14,2,2426.59981043,60493.1684616
Sherwood Forest,15,2,706.666621273,25195.8418295
Sherwood Forest,16,2,607.62090882,20103.6431393
Sherwood Forest,17,2,1706.86970721,46282.3099943
Sherwood Forest,18,2,1715.90581591,41315.0110182
Sherwood Forest,19,2,1264.55575283,28841.3298756
Sherwood Forest,2,1,481.716002137,13073.4551643
Sherwood Forest,20,2,971.588035357,36713.7783288
Sherwood Forest,21,2,1672.11339025,45246.5353327
Sherwood Forest,22,2,1269.66358995,33533.991962
Sherwood Forest,23,2,872.484956406,32585.6347972
Sherwood Forest,24,2,1500.78091431,30421.8009366
Sherwood Forest,25,2,2004.25608003,39983.7714461
Sherwood Forest,26,2,909.87995152,32563.2500701
Sherwood Forest,27,2,1037.30783421,41213.9370833
Sherwood Forest,28,3,697.382369695,16916.945434
Sherwood Forest,29,3,2406.83207788,53817.4052116
Sherwood Forest,3,1,1067.09026502,18209.4364005
Sherwood Forest,30,3,831.88250483,30154.1886069
Sherwood Forest,31,3,920.814596571,34228.6469508
Sherwood Forest,32,3,580.728540985,18586.7086666
Sherwood Forest,33,3,1479.41733219,32927.7751202
Sherwood Forest,34,3,1268.27800571,24842.4960005
Sherwood Forest,35,3,867.516057358,31473.1615008
Sherwood Forest,36,3,1586.24976171,43592.7726765
Sherwood Forest,37,3,645.20807152,22580.1096034
Sherwood Forest,38,3,1504.8150182,42873.2201183
Sherwood Forest,39,3,1909.26807578,46744.3412564
Sherwood Forest,4,1,880.184709152,16555.5271521
Sherwood Forest,40,3,693.963990069,24063.1274441
Sherwood Forest,41,4,1153.48123807,22126.1667512
Sherwood Forest,42,4,1347.13791242,52046.1551443
Sherwood Forest,43,4,1241.95166729,50717.0587745
Sherwood Forest,44,4,1008.95523069,21309.7750323
Sherwood Forest,45,4,605.690012435,11935.4847892
Sherwood Forest,46,4,701.738421974,25845.8652488
Sherwood Forest,47,4,1702.76459527,39155.2241848
Sherwood Forest,48,4,3261.71131802,92790.8324275
Sherwood Forest,49,4,855.380947839,31105.4991474
Sherwood Forest,5,1,534.593723375,15462.9682844
Sherwood Forest,50,4,943.372523657,25857.0323416
Sherwood Forest,51,4,801.013060408,20312.1483142
Sherwood Forest,52,4,905.686300378,20405.6947584
Sherwood Forest,53,5,1857.03783114,42508.9343917
Sherwood Forest,54,5,834.182335563,26233.6676577
Sherwood Forest,55,5,2734.47414332,57913.3244577
Sherwood Forest,56,5,1795.94011756,57984.0899325
Sherwood Forest,57,5,651.115788103,20798.8128884
Sherwood Forest,58,5,854.600797185,31448.8940607
Sherwood Forest,59,5,546.629510223,17459.1251773
Sherwood Forest,6,1,884.649620635,13843.4452624
Sherwood Forest,60,5,1137.57290265,27477.7545241
Sherwood Forest,61,5,1306.78569569,29018.72655
Sherwood Forest,62,5,975.421978815,35451.4151533
Sherwood Forest,63,5,581.473832724,11229.6418062
Sherwood Forest,64,5,583.478751616,11328.3466989
Sherwood Forest,65,5,1646.30910106,55796.1295885
Sherwood Forest,7,1,909.873769888,14109.2321747
Sherwood Forest,8,1,974.262002008,22130.3782564
Sherwood Forest,9,1,1814.88676912,29208.5734014
Silver Bluff,1,1,221.735888971,2987.70491557
Silver Bluff,1,2,4421.82280078,127523.57505
Silver Bluff,1,3,1499.00591058,51677.2419551
Silver Bluff,1,5,640.124872636,17733.3422211
Silver Bluff,1,6,481.048423945,7343.11133831
Silver Bluff,1,7,1888.81386901,55620.0768827
Silver Bluff,1,8,2037.9590038,54073.8704509
Silver Bluff,10,2,704.466640849,17711.5578374
Silver Bluff,10,7,1203.51659483,59811.3698088
Silver Bluff,11,4,2336.93316847,81528.166555
Silver Bluff,11,7,800.436662179,33512.1481923
Silver Bluff,12,4,1456.64346283,93711.0238397
Silver Bluff,12,7,902.002139016,41587.5174999
Silver Bluff,13,7,711.764325579,30401.7129448
Silver Bluff,2,1,1378.99883213,27053.8176608
Silver Bluff,2,2,4347.83027162,158576.651828
Silver Bluff,2,3,1255.72244255,78925.8925735
Silver Bluff,2,5,2670.95193119,94665.7875639
Silver Bluff,2,6,1090.62712837,25985.2576167
Silver Bluff,2,7,4386.98373903,268301.208563
Silver Bluff,2,8,299.345630725,4779.09537515
Silver Bluff,3,1,2592.9121704,70954.2287388
Silver Bluff,3,2,1948.45524037,104116.211434
Silver Bluff,3,3,1524.70881363,93610.2031668
Silver Bluff,3,4,2826.72179524,160873.738544
Silver Bluff,3,5,1548.93115131,89237.9608657
Silver Bluff,3,6,2021.79199951,81864.9853458
Silver Bluff,3,7,1814.44100945,103224.718093
Silver Bluff,3,8,1140.58842239,22421.5454263
Silver Bluff,4,1,3424.32390168,140266.750166
Silver Bluff,4,2,1510.79601995,77760.886605
Silver Bluff,4,3,1372.17360279,37961.7213007
Silver Bluff,4,4,1214.95604785,60117.7041341
Silver Bluff,4,5,3441.07845384,131577.899047
Silver Bluff,4,6,1307.43740068,48727.5856979
Silver Bluff,4,7,2478.38399069,172641.398294
Silver Bluff,4,8,1369.66248309,30155.0070665
Silver Bluff,5,1,1328.20223129,51377.7185565
Silver Bluff,5,2,1329.1497461,68857.6248824
Silver Bluff,5,3,1860.60982093,54173.4763308
Silver Bluff,5,4,2154.11463054,120948.343415
Silver Bluff,5,5,864.577113908,42985.9659499
Silver Bluff,5,6,3812.77517365,103115.959539
Silver Bluff,5,7,1075.94001384,46971.6769306
Silver Bluff,5,8,1524.87689281,67043.3166372
Silver Bluff,6,1,865.453244201,28216.9002606
Silver Bluff,6,3,1977.51388918,130916.777582
Silver Bluff,6,4,1827.00317582,102902.420474
Silver Bluff,6,7,540.76379227,19514.0092562
Silver Bluff,6,8,1260.90348066,53607.6231039
Silver Bluff,6,9,1944.14180723,55174.2660738
Silver Bluff,7,1,5268.98600524,154028.909056
Silver Bluff,7,4,1245.60135313,70746.2535975
Silver Bluff,7,7,1582.27373774,48414.9687495
Silver Bluff,7,9,1321.25521819,35998.3697502
Silver Bluff,8,3,522.293082437,12603.1120666
Silver Bluff,8,4,2761.91528279,158166.871511
Silver Bluff,8,7,457.872482862,10278.5050387
Silver Bluff,9,4,1287.11538963,35312.3196026
Silver Bluff,9,7,3830.62416217,126936.4399
Silver Bluff,9,8,915.875538579,40780.2557212
Suffolk,50,2,864.244880364,25388.7131421
Suffolk,51,2,2153.39413853,53359.6523869
Suffolk,52,2,562.268596321,16097.6022141
Suffolk,53,2,2049.19374971,51378.8972147
Suffolk,54,1,1179.1717309,21571.9720722
Suffolk,55,1,577.111562496,18076.3085568
Suffolk,56,1,889.685047381,29868.4793453
Suffolk,57,1,2320.54174136,45250.8111387
Suffolk,58,1,577.431288643,16878.6393612
Surrey Bay,1,,7505.47457126,222445.304913
Voyager Bay,24,,2175.00028797,63411.569952
Voyager Bay,25,,1083.25354264,38407.6294072
Voyager Bay,26,,1511.32167099,56684.2344984
West Section,F,,862.840646746,21985.0123306
Windermere,1,,2416.54615926,64031.7210012
Windermere,10,,756.252905983,27332.1548087
Windermere,2,,1263.21718966,50243.8235929
Windermere,3,,4212.46328099,92290.5861019
Windermere,4,,1493.0640708,61199.4364233
Windermere,5,,1327.12429269,54696.8090356
Windermere,6,,1339.07195835,59023.3696059
Windermere,7,,2739.90131199,76626.4673493
Windermere,8,,1103.46350729,46041.6922421
Windermere,9,,1083.101319,41585.2302019
Windsor Bay,34,,1039.98430722,35677.4442699
Windsor Bay,35,,1174.86638957,42060.9516398
Windsor Bay,36,,1370.46114635,25087.4208013
Windsor Bay,37,,1470.05085158,33417.0482462
Windsor Bay,38,,1211.13407266,48359.1929922
Windsor Park,1,,1220.90014276,27957.6515135
Windsor Park,10,,1407.72915273,48268.1491044
Windsor Park,2,,2600.54973386,60280.0522446
Windsor Park,3,,544.847137433,15409.3272931
Windsor Park,4,,878.458917953,30020.2552316
Windsor Park,5,,783.608463697,25507.2524014
Windsor Park,7,,732.626924504,20697.916716
Windsor Park,9,,874.77539922,27556.2450177
Yeoman Wood,1,1,1472.71094317,26387.9022453
Yeoman Wood,1,4,1197.80192974,27079.8917887
Yeoman Wood,10,3,1300.41775973,27541.3331302
Yeoman Wood,11,3,785.937296172,14869.540693
Yeoman Wood,12,3,1376.44279638,41135.8981851
Yeoman Wood,14,3,426.162081926,5831.59002071
Yeoman Wood,15,1,902.031883746,17000.181292
Yeoman Wood,16,1,991.038313419,20365.2776089
Yeoman Wood,17,1,1483.96367713,30823.5592385
Yeoman Wood,18,1,1051.74310805,17993.4129061
Yeoman Wood,19,1,1137.54267317,17481.3472692
Yeoman Wood,2,1,1501.95903673,29102.0658656
Yeoman Wood,2,4,790.130454993,22809.5575118
Yeoman Wood,20,1,1101.91066557,20592.998248
Yeoman Wood,21,1,813.088202059,11424.2837619
Yeoman Wood,22,1,1708.28940428,27169.743179
Yeoman Wood,23,1,1993.33944492,38157.618273
Yeoman Wood,24,1,1586.82929784,30047.2852986
Yeoman Wood,25,1,1152.50276825,30701.1639816
Yeoman Wood,26,1,2106.8277898,51276.3929106
Yeoman Wood,27,1,1411.01392276,27370.1595491
Yeoman Wood,28,1,1384.01421105,20795.9674286
Yeoman Wood,3,1,2383.84705242,41775.4304448
Yeoman Wood,3,4,1194.4107575,31058.0976774
Yeoman Wood,37,1,1334.39482665,17616.9915285
Yeoman Wood,38,1,1248.32617177,22894.2792851
Yeoman Wood,39,1,2007.38987677,40850.4725593
Yeoman Wood,4,1,1395.11680642,25314.3040712
Yeoman Wood,4,4,887.825545731,26457.2864536
Yeoman Wood,40,1,607.987159825,13673.8077975
Yeoman Wood,41,1,1861.77974765,35533.1090056
Yeoman Wood,42,1,1241.11825129,22760.2033315
Yeoman Wood,43,1,1372.30686434,22219.2825882
Yeoman Wood,44,2,1352.27143518,21724.4555547
Yeoman Wood,45,2,1235.25750594,23115.5737494
Yeoman Wood,46,2,2124.77215361,41142.8703411
Yeoman Wood,47,2,1498.06770832,25560.0709426
Yeoman Wood,48,2,1953.96365383,28901.4220744
Yeoman Wood,49,2,1198.58301181,21607.9189677
Yeoman Wood,5,1,2212.20655628,40749.171407
Yeoman Wood,5,4,531.440013857,7264.27543633
Yeoman Wood,50,2,2103.00201272,38164.7219314
Yeoman Wood,51,2,2476.48039925,55444.0173387
Yeoman Wood,52,2,2478.49392309,49960.0583557
Yeoman Wood,53,2,890.243117783,16592.7555092
Yeoman Wood,54,2,668.214573605,10781.0904488
Yeoman Wood,55,2,1963.16283579,40808.0789034
Yeoman Wood,56,2,1065.20154214,14846.0375773
Yeoman Wood,57,2,1856.227384,30626.9951099
Yeoman Wood,58,2,1237.81541033,27927.1139731
Yeoman Wood,59,2,1394.10182513,29857.4977322
Yeoman Wood,6,1,1463.26938219,29021.2960111
Yeoman Wood,6,4,1707.16119985,43724.6071896
Yeoman Wood,60,2,1104.07152193,21059.0512485
Yeoman Wood,61,2,1425.84248698,21661.6714371
Yeoman Wood,7,3,1648.23341029,36112.7057348
Yeoman Wood,7,4,667.16214996,15819.3172922
Yeoman Wood,8,1,213.195373517,2290.66239948
Yeoman Wood,8,3,1923.95988293,36650.1796086
Yeoman Wood,9,3,2252.74763452,66861.4316245
Fortune Beach,6,4,677.489398963,17855.2356966
Fortune Beach,4,04,407.23253706,9204.04005833
Fortune Beach,5,04,527.068048484,13252.7425591
Silver Bluff,7,8,1927.53401553,42234.2716774
Silver Bluff,7,8,1403.84921522,30872.0784699
Silver Bluff,1,8,1588.04192935,33355.6532071
Silver Bluff,7,3,654.923402554,27006.7604666
Lucayan Glen,3,3,1090.62606094,38212.291905
,,,0,0
Civic Industrial Area,QQ,,1048.00863743,54597.2223631
Lincoln Park,18,2,988.509363336,37173.5163687
Lincoln Park,15,2,456.351509356,10308.1377364
Buckingham County,1,,1946.71995926,85375.1401484
Buckingham County,2,,1381.72565035,59187.2175889
Buckingham County,3,,3263.18888407,277032.539727
Buckingham County,3,,360.593109678,8086.33018414
Buckingham County,4,,1017.90671404,38195.048828
Buckingham County,5,,1487.24187559,59551.61488
Buckingham County,6,,2264.0817228,184673.110492
Buckingham County,13,,1679.71614531,67852.5699308
Buckingham County,15,,2034.14779891,131575.164754
Buckingham County,16,,1402.72741535,99134.4942666
Buckingham County,17,,1699.49673578,76524.9045588
Buckingham County,19,,218.226641879,3119.48725117
Buckingham County,23,,1102.30320638,54545.3644562
Buckingham County,24,,2471.31813558,86584.5973893
Buckingham County,25,,1272.25755749,78914.6760174
Buckingham County,26,,727.78147905,25790.5373351
Buckingham County,27,,845.957673206,41978.5416749
Buckingham County,28,,2107.92319117,117463.043302
Buckingham County,29,,2567.89871809,143509.963144
Buckingham County,30,,778.904793571,28575.1647016
Buckingham County,31,,826.326498336,29635.7691163
Buckingham County,32,,934.076610032,34838.349662
Buckingham County,33,,802.879345155,38781.6233032
Buckingham County,34,,1407.63453475,51040.056697
Buckingham County,41,,1052.41025464,34590.7864982
Buckingham County,42,,786.24266518,20441.255772
Buckingham County,43,,422.061926658,11986.9778064
Dover Sound,1,01,4487.1009721,85721.7538685
Dover Sound,1,02,2393.17073811,69732.3081727
Dover Sound,2,01,5574.32487535,105791.204407
Dover Sound,2,02,1124.23426849,21067.2588843
Dover Sound,3,01,8108.45877169,154323.852876
Dover Sound,3,02,1040.94277155,19361.6985852
Dover Sound,4,01,3077.43746063,58095.4603961
Dover Sound,4,02,1200.20182946,29329.7781231
Dover Sound,5,01,3885.86918608,73839.2591844
Lucaya Estates,79,08,2234.48840915,95625.9071404
Lucaya Estates,80,08,1221.98273174,75210.7885287
Lucaya Estates,81,08,1086.03425833,62718.4596161
Lucaya Estates,82,08,1552.52749127,55592.4249628
Lucaya Estates,83,09,2986.01712243,115046.350436
Lucaya Estates,84,09,1640.65637,110627.229528
Lucaya Estates,85,09,2090.39530092,143230.962936
Lucaya Estates,86,09,2016.82387966,129269.824628
Lucaya Estates,87,09,4316.82072587,172983.367393
Lucaya Estates,88,10,3441.86961564,131482.554768
Lucaya Estates,89,10,897.069826442,48283.9541863
Lucaya Estates,90,10,1267.82291274,79681.2013195
Lucaya Estates,91,10,2024.53524141,140529.658799
Lucaya Estates,92,10,1214.35108007,44634.1739628
Lucaya Estates,93,10,3040.79917831,118907.23329
Lucaya Estates,94,10,1694.82058901,113599.21475
Lucaya Estates,95,10,1094.73564871,66435.1565715
Lucaya Estates,96,10,2215.4908593,154771.874282
Lucaya Estates,97,10,1421.17080421,93156.9828157
Lucaya Estates,98,10,2729.05725388,107034.781785
Lucaya Estates,99,11,2342.56836616,103839.079069
Lucaya Estates,10,46,1307.00671482,81963.200292
Lucaya Estates,100,11,2119.79189973,78642.8036898
Lucaya Estates,101,11,1561.29369795,69687.3813227
Lucaya Estates,102,11,1001.1439129,58130.0762324
Lucaya Estates,103,11,3533.83716098,147025.293318
Lucaya Estates,103,12,1769.24463641,117116.858868
Lucaya Estates,104,11,2061.69430362,143574.30176
Lucaya Estates,105,11,1580.36784652,99540.0180466
Lucaya Estates,106,11,2857.93175945,169803.628416
Lucaya Estates,107,11,914.151906954,30679.8285769
Lucaya Estates,108,11,1547.31705681,104178.163087
Lucaya Estates,109,11,4275.39402272,193695.822685
Lucaya Estates,11,46,1209.02452133,74244.7116258
Lucaya Estates,110,11,2371.80922054,172958.113547
Lucaya Estates,111,11,1747.84440981,120619.965918
Lucaya Estates,112,12,3693.35243969,159848.014326
Lucaya Estates,113,12,1718.16273478,115487.070224
Lucaya Estates,114,12,2170.10966206,146159.044215
Lucaya Estates,116,12,985.059016229,57157.2613495
Lucaya Estates,117,12,2053.64856354,78583.4662668
Lucaya Estates,118,12,2669.52195075,115789.369695
Lucaya Estates,119,12,1303.32747048,82061.2213863
Lucaya Estates,12,46,1283.51917713,79949.9280594
Lucaya Estates,120,12,1804.99921882,117737.555497
Lucaya Estates,121,12,1737.27567509,65062.0388883
Lucaya Estates,122,13,2149.20972286,82107.8900935
Lucaya Estates,316,29,1949.77038592,136704.937874
Lucaya Estates,317,29,975.84324196,55655.5319407
Lucaya Estates,318,29,1380.6066415,89676.839969
Lucaya Estates,319,29,1941.59597225,129606.678908
Lucaya Estates,320,29,1466.49910369,96330.2199743
Lucaya Estates,321,29,1843.38347293,123955.322263
Lucaya Estates,322,29,2015.69303725,77275.1050774
Lucaya Estates,324,30,3598.77085788,136155.40973
Lucaya Estates,323,29,2644.44507459,105089.130048
Lucaya Estates,325,30,888.07984638,47482.2448939
Lucaya Estates,326,30,964.30546362,54275.2163249
Lucaya Estates,327,30,1015.15991708,58930.8796004
Lucaya Estates,328,30,4279.95113842,171429.556661
Lucaya Estates,329,30,1170.43753123,68533.9658368
Lucaya Estates,330,30,1390.14519773,90141.4222688
Lucaya Estates,331,30,1604.57581659,102577.545866
Lucaya Estates,332,30,1899.61474588,128155.405637
Lucaya Estates,333,30,1469.50364737,95759.7664777
Lucaya Estates,334,30,1099.70935924,65648.5202651
Lucaya Estates,335,30,5063.07763864,201887.520454
Lucaya Estates,336,30,1919.87771383,139159.024364
Lucaya Estates,337,30,1081.3071708,63795.4110692
Lucaya Estates,338,30,1309.74444834,82985.6065813
Lucaya Estates,339,30,1091.5073908,64739.7140976
Lucaya Estates,340,30,2692.52270468,104598.058992
Lucaya Estates,341,30,1324.22665757,76972.9261027
Lucaya Estates,342,31,1170.53910916,26792.8359014
Lucaya Estates,343,31,1559.75432626,57587.1611596
Lucaya Estates,344,31,1379.45651723,40781.9450407
Lucaya Estates,345,31,2740.53356547,107661.056618
Lucaya Estates,346,31,1373.91280254,79786.2505365
Lucaya Estates,346,43,1036.05578763,62159.9210095
Lucaya Estates,347,31,1170.25145639,72406.810336
Lucaya Estates,347,43,955.166627927,34381.5250664
Lucaya Estates,348,31,2452.16937466,90276.3647624
Lucaya Estates,349,31,1770.97611226,117220.699012
Lucaya Estates,350,31,1587.30193641,103201.037732
Lucaya Estates,351,31,864.308029713,44964.7793057
Lucaya Estates,352,31,2039.04985468,140355.255435
Lucaya Estates,353,31,4303.35373194,181760.493455
Lucaya Estates,354,31,829.527170525,42619.158995
Lucaya Estates,355,31,1938.31088128,128962.251018
Lucaya Estates,356,31,1238.43716919,78081.1654875
Lucaya Estates,357,31,3185.2557309,126213.794334
Lucaya Estates,358,31,1311.82641168,84208.2097124
Lucaya Estates,359,31,805.448538098,41046.9933165
Lucaya Estates,554,43,3867.0790996,241439.81964
Lucaya Estates,555,43,4130.99784782,159336.328987
Lucaya Estates,556,43,566.318295098,18064.4177428
Lucaya Estates,557,43,682.335718028,22100.356337
Lucaya Estates,558,43,2593.58874385,121278.013599
Lucaya Estates,559,43,1337.42613382,85339.9778454
Lucaya Estates,560,43,2328.9625049,83420.7992916
Lucaya Estates,795,39,4755.24856469,156571.123737
Lucaya Estates,173,17,1349.28732599,87180.1861382
Lucaya Estates,175,17,1515.19838874,100682.297429
Lucaya Estates,198,19,613.066867825,23541.4222518
Lucaya Estates,197,19,3194.88874118,102592.864519
Lucaya Estates,196,19,1595.52852089,45147.7950165
Lucaya Estates,218,20,604.778359984,23060.7505147
Lucaya Estates,214,20,1368.42009318,39454.5646072
Lucaya Estates,206,19,1480.33453371,38986.6985796
Lucaya Estates,208,20,1597.51672916,46517.6266373
Lucaya Estates,208,20,596.450523944,16233.4116769
Lucaya Estates,208,20,588.452512351,15957.5565408
Lucaya Estates,260,23,362.133575599,8179.65383325
Lucaya Estates,259,23,1273.16578603,79888.9675864
Windsor Park,6,,648.292409426,20944.3386895
Windsor Park,8,,1020.30022505,17795.6962713
Grasmere,44,3,379.103643282,5748.51243505
Lucaya Estates,310,29,5220.2321693,224139.115614
Lucaya Estate,314,29,2083.48132913,94875.8675228
Lucaya Estates,369,32,3492.71076598,185160.95903
Buckingham County,7,,3636.55501484,225609.337281
Buckingham County,9,,1030.58229197,59031.7289375
Buckingham County,35,,2175.5900317,76478.186594
Buckingham County,38,,399.396132105,9723.61552596
Buckingham County,36,,392.02619305,9071.17330081
Buckingham County,37,,922.816400005,42482.7730179
Buckingham County,12,,1528.46612937,76441.5092545
Buckingham County,11,,2426.51385149,163067.137736
Buckingham County,14,,2681.07037846,126924.3954
Buckingham County,39,,1468.78525793,51279.2726131
Buckingham County,18,,1053.37405793,51980.9724788
Buckingham County,8,,6843.57351399,420325.77826
Buckingham County,10,,2794.93777533,128295.37964
Lucaya Estates,15,45,1675.26546258,112874.795377
Lucaya Estates,16,46,2558.40836471,300644.398748
Lucaya Estates,6,46,559.334723842,16115.87663
Lucaya Estates,5,46,1857.13219076,115699.748314
Lucaya Estates,4,46,1108.80034023,65069.9064159
Lucaya Estates,2,46,954.248918791,28944.3538367
Lucaya Estates,1,46,719.851897666,22923.6771626
Dover Sound,5,02,1042.5195945,18741.9056304
Dover Sound,6,01,1205.52959607,33941.1573203
Dover Sound,6,02,1107.62447663,20121.6993627
Dover Sound,7,01,4309.52952197,80657.6460117
Dover Sound,7,02,1248.61652713,22374.1921404
Dover Sound,8,01,6041.91859483,186413.289189
Dover Sound,9,01,3814.14751215,115055.86458
Leicester County,1,,2417.96535356,162865.11808
Leicester County,2,,3846.55459064,286187.324106
Leicester County,3,,1739.50345909,135503.958086
Leicester County,4,,1557.25743027,102522.987166
Leicester County,5,,2145.16482633,127976.198924
Leicester County,6,,4426.36277595,146672.550044
Leicester County,7,,1151.22276148,55157.7775704
Leicester County,8,,1133.33930849,54886.5388043
Leicester County,9,,1515.39788437,99265.9204325
Leicester County,10,,1345.47218345,82353.7274291
Leicester County,12,,2249.8522215,123929.149649
Leicester County,13,,1676.78619412,86706.9681587
Leicester County,14,,1402.72138736,102179.17596
Leicester County,15,,1110.00508084,82970.2010898
Leicester County,16,,1414.33358184,92629.079512
Leicester County,17,,2694.08239286,86091.0814018
Leicester County,018,,1011.17184926,48228.7043525
Leicester County,19,,1213.67343772,58105.7856222
Leicester County,20,,1783.47407211,89020.7384083
Leicester County,21,,999.745665095,26673.324015
Leicester County,22,,2579.13980614,72689.0182298
Leicester County,23,,1152.98393303,54909.4931347
Leicester County,24,,1560.7538137,100049.491007
Leicester County,25,,1081.35877555,62776.2930577
Leicester County,26,,1548.64995407,105705.771364
Leicester County,27,,1323.76184394,76871.9886754
Leicester County,28,,5531.52714672,324271.010199
Leicester County,30,,2322.06854161,166996.760283
Leicester County,30,,268.943210297,4363.87491995
Leicester County,31,,3463.41462942,233507.130867
Leicester County,32,,1531.7904719,135719.959169
Leicester County,33,,2454.46879854,194959.270994
Leicester County,34,,2555.39604876,113788.892405
Leicester County,35,,2465.77127003,84218.4021235
Leicester County,36,,1349.22962176,103788.615108
Leicester County,37,,1108.75850545,53002.8829462
Leicester County,38,,1113.77808982,54398.8249103
Leicester County,39,,2625.16487189,116089.392568
Leicester County,40,,3405.21995465,132784.583016
Leicester County,41,,1588.66409493,73396.8386443
Leicester County,42,,1456.72251738,94446.8737014
Leicester County,43,,1134.05321491,73327.5858516
