Subdiv,Block,Unit,Shape_Leng,Shape_Area
Fortune Cay,1,,1160.71825044,54141.8886841
Fortune Cay,2,,1017.13954894,48201.6870284
Fortune Cay,3,,1156.62647838,28228.8414092
Fortune Cay,4,,442.780529801,6397.88639363
Fortune Point,1,2,659.059353202,19507.5404637
Fortune Point,1,3,1574.59414662,26046.6307379
Fortune Point,1,4,958.535735187,15533.8222625
Fortune Point,10,4,387.37896465,5466.06973003
Fortune Point,14,4,702.545874093,19502.672611
Fortune Point,2,2,3195.08636586,113794.753618
Fortune Point,2,3,2065.01545627,40926.3490675
Fortune Point,3,2,1751.0173161,53836.7239076
Fortune Point,3,3,972.103124588,28774.207802
Fortune Point,3,4,630.372363636,17252.6786083
Fortune Point,4,2,4906.88219996,136483.8003
Fortune Point,4,3,756.375353568,21499.5931689
Fortune Point,4,4,1217.2588552,39094.3208205
Fortune Point,5,2,1569.35953235,44880.6691879
Fortune Point,5,3,1105.99316374,35912.3766121
Fortune Point,5,4,1109.02064844,18500.6445932
Fortune Point,6,2,1992.76935153,57429.0774273
Fortune Point,6,3,677.908871483,19667.7498329
Fortune Point,6,4,1035.02553044,33236.1728382
Fortune Point,7,2,1091.9478659,30476.8076187
Fortune Point,7,3,1358.99184816,42474.2754348
Fortune Point,7,4,1131.58407933,18367.4529233
Fortune Point,8,3,993.755585964,15832.2789283
Fortune Point,8,4,721.048175028,20461.6087756
Fortune Point,9,3,911.524078488,14709.9644751
Fortune Point,9,4,1053.31120666,16209.347332
Galleon Bay,1,,1251.67376084,66026.6179029
Grasmere,1,1,1538.95431488,37910.5011108
Grasmere,1,2,1887.3642662,54767.5780523
Grasmere,10,2,887.830847739,20703.1616395
Grasmere,11,2,353.516281754,5942.92308579
Grasmere,12,1,786.132506404,14289.0642625
Grasmere,13,2,362.382394968,6558.83164813
Grasmere,14,2,640.947464746,13485.1975101
Grasmere,15,2,636.929364434,21243.3563783
Grasmere,16,2,1636.34783907,49485.0239399
Grasmere,17,2,565.357217031,8601.66996409
Grasmere,18,2,334.949034642,4610.28212011
Grasmere,19,2,1212.30153472,24916.0728805
Grasmere,2,1,801.651543921,25348.3395584
Grasmere,2,2,2167.42682614,63120.6447656
Grasmere,20,2,664.315251232,19439.0080495
Grasmere,21,2,795.347910463,13163.9253097
Grasmere,22,2,2099.90235352,55997.5251643
Grasmere,23,2,709.216320006,15728.0899857
Grasmere,24,1,536.56418994,13503.8935519
Grasmere,25,1,837.85276793,43112.3123775
Grasmere,26,1,799.260492561,18678.5747771
Grasmere,27,1,907.215007258,19033.7504706
Grasmere,28,1,627.311677364,16261.2771644
Grasmere,29,1,843.860077856,18843.0948011
Grasmere,3,1,805.009313738,21322.8134846
Grasmere,3,2,964.203460639,19079.4352633
Grasmere,30,3,904.233590759,18228.9800613
Grasmere,31,3,640.430728176,19495.4626515
Grasmere,32,3,863.829613948,22561.3453237
Grasmere,33,3,767.155790926,25152.0793183
Grasmere,34,3,510.016430151,13326.1268369
Grasmere,35,3,319.839842089,6710.01043829
Grasmere,36,3,731.505904676,17174.9721024
Grasmere,37,3,240.455010811,3163.61799142
Grasmere,38,3,1486.16244492,38012.3658165
Grasmere,39,3,359.357538043,6351.66578003
Grasmere,4,1,296.868476031,4581.12991241
Grasmere,40,3,300.676680944,5739.89831766
Grasmere,41,3,1243.93082254,39863.894173
Grasmere,42,3,602.532504538,19586.1955784
Grasmere,43,3,1367.384979,26987.7188981
Grasmere,45,3,713.661858491,19650.3416167
Grasmere,46,3,307.002498307,4981.45239143
Grasmere,47,3,242.401794373,3476.35750005
Grasmere,48,3,1534.19631356,33114.466545
Grasmere,49,3,525.759444756,16201.6432239
Grasmere,5,1,794.795416176,17095.4760009
Grasmere,6,1,611.297423019,20112.0480277
Grasmere,7,1,965.9349055,27493.8075693
Grasmere,8,1,634.651352201,20848.766465
Grasmere,9,1,1743.87935128,38808.7189288
Greening Glade,1,1,2066.49316562,56307.9095108
Greening Glade,10,2,1597.79280771,32402.6303953
Greening Glade,11,2,1729.67424617,35634.116308
Greening Glade,12,2,1267.95879157,23616.5022548
Greening Glade,13,2,1008.35889866,19328.7907785
Greening Glade,14,2,731.205287645,13361.136746
Greening Glade,15,2,3534.8528804,78768.1817808
Greening Glade,16,2,1557.55882274,54213.2461642
Greening Glade,17,2,1214.85670966,37767.6488024
Greening Glade,18,2,645.158443936,22301.6604119
Greening Glade,19,2,1591.19980994,33966.1578603
Greening Glade,2,1,1309.99393232,47333.8745756
Greening Glade,20,2,637.852205673,12685.0925033
Greening Glade,21,2,728.074378508,15956.6723661
Greening Glade,22,2,641.794769713,13599.7788202
Greening Glade,23,2,1259.73030029,31764.4205086
Greening Glade,3,1,2116.83396004,46710.2253054
Greening Glade,4,2,3007.02510375,63903.9270272
Greening Glade,5,2,3021.30196703,76259.6750603
Greening Glade,6,2,972.123782196,18764.0162788
Greening Glade,7,2,1121.91276681,24688.7081941
Greening Glade,8,2,1357.52917736,30410.9972199
Greening Glade,9,2,1178.2543698,24205.8965505
Heritage,1,,4481.54674555,89739.1365431
Heritage,10,,1075.96238345,20316.1086398
Heritage,11,,1454.33619915,29857.0063154
Heritage,12,,1273.86525443,25294.0455035
Heritage,13,,2227.73119619,47084.5184088
Heritage,14,,1604.52461322,40306.798996
Heritage,15,,3930.88741016,81955.529155
Heritage,16,,3102.12768727,66626.7446412
Heritage,17,,896.886496438,17294.4471292
Heritage,18,,2372.64307427,51530.36335
Heritage,19,,1181.32375237,24705.735539
Heritage,2,,2529.33914137,46070.4688643
Heritage,3,,3869.65175689,83093.0513729
Heritage,4,,2938.87508242,56185.0748235
Heritage,5,,1979.63692807,38803.6703569
Heritage,6,,1435.23232595,26581.1427526
Heritage,7,,2497.93380306,49755.5322889
Heritage,8,,3975.75366481,82804.6169361
Heritage,9,,1879.0560933,41878.9534968
Kingsclere Estate,1,,860.926022799,14570.7328581
Kingsclere Estate,2,,280.010962376,5026.67664719
Kingsclere Estate,3,,2359.12347859,44852.9476608
Kingsclere Estate,4,,1554.62256859,28168.3555338
Kingsclere Estate,6,,1137.73631138,18454.536986
Lincoln Green,1,1,2058.81850855,37166.0989318
Lincoln Green,1,5,549.219800964,9590.55393086
Lincoln Green,10,2,1016.79546746,39309.4342449
Lincoln Green,10,5,1295.77530164,22355.3871023
Lincoln Green,11,2,2303.42186302,57128.7340182
Lincoln Green,11,5,904.796386047,16297.7793707
Lincoln Green,12,2,908.532095349,19018.3487078
Lincoln Green,12,5,1186.7378918,21342.1079153
Lincoln Green,13,2,1408.19629609,29966.6760647
Lincoln Green,13,5,404.309900634,10021.8443574
Lincoln Green,14,2,971.398974026,39750.4594307
Lincoln Green,14,5,1157.91508742,19714.6309459
Lincoln Green,15,2,1167.91281896,48409.7321907
Lincoln Green,15,5,2381.19010663,41180.2667661
Lincoln Green,16,2,755.07819784,15206.4191028
Lincoln Green,16,5,3819.56718273,88523.341857
Lincoln Green,17,3,1443.9120316,31658.3706267
Lincoln Green,17,5,3410.57347338,93230.2561906
Lincoln Green,18,3,620.647630756,22665.5752777
Lincoln Green,18,5,2021.14686491,45076.2147544
Lincoln Green,19,3,1076.56643835,43749.6160606
Lincoln Green,19,5,1793.89469671,32973.2277845
Lincoln Green,2,1,2298.04411276,81065.2216047
Lincoln Green,2,5,1615.62307806,33973.5209045
Lincoln Green,20,3,522.829959253,9753.58557174
Lincoln Green,20,5,1364.34799261,23357.1253327
Lincoln Green,21,3,1374.1217409,58534.9973233
Lincoln Green,21,5,1402.96006232,23949.7320411
Lincoln Green,22,3,1315.14674978,53226.6642828
Lincoln Green,22,5,1753.09145801,31993.0387045
Lincoln Green,23,3,1642.30333049,49203.8613163
Lincoln Green,23,5,2629.85796889,58628.8883564
Lincoln Green,24,3,861.853176797,17695.7247014
Lincoln Green,24,5,1289.80747825,26839.8834042
Lincoln Green,25,4,842.894971789,14013.8732
Lincoln Green,25,5,2225.07650377,50111.2731144
Lincoln Green,26,4,1392.84041396,26191.1266177
Lincoln Green,26,5,2026.64983212,43874.2210314
Lincoln Green,27,4,1171.53910263,38637.6315487
Lincoln Green,27,5,402.278526323,7630.61453328
Lincoln Green,28,4,1233.05580279,42261.8878054
Lincoln Green,28,5,400.626311643,7620.76371388
Lincoln Green,29,4,1028.11050837,17571.5992459
Lincoln Green,29,5,2114.88745814,45865.2283642
Lincoln Green,3,1,2063.07942952,76184.7814856
Lincoln Green,3,5,1342.38861236,41079.6281824
Lincoln Green,30,5,3735.98997338,91442.3482561
Lincoln Green,4,1,743.095316713,23865.0758944
Lincoln Green,4,5,3780.80661899,95412.1668075
Lincoln Green,5,1,2655.81874843,85056.6655661
Lincoln Green,5,5,1043.7941284,16894.5209063
Lincoln Green,6,1,847.906261468,14180.5685015
Lincoln Green,6,5,748.131356193,12281.8039447
Lincoln Green,7,1,838.93406712,14216.3980308
Lincoln Green,7,5,910.123708939,29012.6756679
Lincoln Green,8,2,910.347283701,15481.7180137
Lincoln Green,8,5,4368.36416042,87530.4612914
Lincoln Green,9,2,1602.3656773,53092.6598532
Lincoln Green,9,5,842.959568998,14063.5329761
Lincoln Park,1,1,1695.63581254,70561.6160143
Lincoln Park,10,1,843.982952797,38921.1192772
Lincoln Park,11,1,690.46201366,29053.7988022
Lincoln Park,12,1,1083.52840587,51352.664835
Lincoln Park,13,1,1220.34887436,32887.2704969
Lincoln Park,14,1,1023.80992822,53007.3845686
Lincoln Park,15,2,4874.91175611,106986.84359
Lincoln Park,16,2,590.330251861,18903.416176
Lincoln Park,17,2,772.28980777,27391.1127529
Lincoln Park,19,2,726.483793037,30921.8820529
Lincoln Park,2,1,1064.37709569,21922.2742293
Lincoln Park,20,2,4517.91938613,162216.545886
Lincoln Park,21,2,1373.37356496,67368.7354739
Lincoln Park,22,2,1076.94758187,52228.5273117
Lincoln Park,23,2,2857.2135751,117005.807836
Lincoln Park,24,2,1043.95696614,53021.7753618
Lincoln Park,25,2,2893.80618666,98853.1284881
Lincoln Park,25,4,4536.54269954,160378.246408
Lincoln Park,26,2,870.826081502,29185.279592
Lincoln Park,26,4,333.459442715,6283.10059363
Lincoln Park,27,4,1069.83808682,55539.9168073
Lincoln Park,28,4,1094.11718811,62446.1039739
Lincoln Park,29,4,857.048035598,44147.9226074
Lincoln Park,3,1,970.735831041,36972.9928805
Lincoln Park,30,4,6971.38043946,244536.570907
Lincoln Park,31,4,582.973908556,23180.64733
Lincoln Park,32,4,2328.44520699,77903.7651326
Lincoln Park,33,4,733.133655843,35331.03852
Lincoln Park,34,4,1651.76698539,68536.2876765
Lincoln Park,35,3,867.671266439,15478.585884
Lincoln Park,36,3,623.675531001,20502.2610882
Lincoln Park,37,3,890.197638237,31752.5198208
Lincoln Park,38,3,2038.98122125,39241.3623788
Lincoln Park,39,3,695.683897966,26534.1206476
Lincoln Park,4,1,1199.92083137,46348.1730297
Lincoln Park,40,3,4828.11841502,98383.4515427
Lincoln Park,41,3,729.352225476,25490.7654878
Lincoln Park,42,3,933.351096788,19195.8395558
Lincoln Park,43,3,832.746533961,30445.0125883
Lincoln Park,44,3,1314.39684383,53599.0382865
Lincoln Park,45,3,710.307418635,24894.5632755
Lincoln Park,46,3,718.285459338,14354.2660426
Lincoln Park,47,3,11071.5186137,248966.611349
Lincoln Park,48,3,712.565893109,25680.4909053
Lincoln Park,49,3,505.007868335,13763.2491955
Lincoln Park,50,3,903.146331138,34934.373368
Lincoln Park,51,3,649.20757013,21836.0786727
Lincoln Park,52,3,875.400411642,30991.9836609
Lincoln Park,53,3,963.764671455,33523.3351067
Lincoln Park,54,3,770.963252043,28193.3903264
Lincoln Park,55,3,653.179818825,20005.1484292
Lincoln Park,56,3,1022.27751391,35918.8414547
Lincoln Park,57,3,614.558571099,18833.502849
Lincoln Park,58,3,4837.64308837,106652.433792
Lincoln Park,58,3,161.889486921,1670.48616346
Lincoln Park,59,3,693.435340259,24328.6773913
Lincoln Park,6,1,3023.82949223,60725.7134839
Lincoln Park,60A,3,372.19835097,8253.27015643
Lincoln Park,60B,3,451.900737406,10667.8657204
Lincoln Park,60C,3,304.396629577,5057.47775498
Lincoln Park,61,3,1009.24922807,25497.1075085
Lincoln Park,62,3,690.055101082,18991.2060529
Lincoln Park,63,3,843.961762413,26408.051747
Lincoln Park,64,3,6240.46952987,133474.978762
Lincoln Park,65,3,1253.84993312,36249.3835669
Lincoln Park,7,1,598.248649932,11419.9808248
Lincoln Park,8,1,1448.38065666,57350.5183253
Lincoln Park,9,1,2706.87009665,74382.7131126
Lucayan Glen,1,1,1175.93953107,28757.1805034
Lucayan Glen,1,2,4272.62844029,125086.4682
Lucayan Glen,1,3,1024.38685322,26433.342741
Lucayan Glen,1,4,3688.67945507,90165.3853149
Lucayan Glen,1,5,1203.44965734,33219.2252857
Lucayan Glen,1,6,2195.68180597,86617.7614956
Lucayan Glen,10,1,1757.58236873,35037.3786353
Lucayan Glen,10,2,1174.06332814,23061.5701751
Lucayan Glen,10,3,850.596535325,34532.8724152
Lucayan Glen,10,4,4948.23719533,124418.643619
Lucayan Glen,10,5,2634.68151915,52328.6051966
Lucayan Glen,10,6,601.635695021,19739.76816
Lucayan Glen,11,1,1135.74667763,39680.2866169
Lucayan Glen,11,2,1034.4702694,18383.7882884
Lucayan Glen,11,3,931.154942717,38592.5418307
Lucayan Glen,11,4,1257.57507022,46250.2562915
Lucayan Glen,11,5,1534.93053608,45081.1341999
Lucayan Glen,11,6,1209.55048662,47227.8470503
Lucayan Glen,12,1,1113.58426835,39306.7766805
Lucayan Glen,12,3,797.732348145,32253.1852382
Lucayan Glen,12,4,780.49520942,25190.5053228
Lucayan Glen,17,6,7379.961033,324064.140419
Lucayan Glen,13,1,1536.24329732,57744.708143
Lucayan Glen,13,3,1194.81605074,57062.0987294
Lucayan Glen,13,4,1725.69499614,63350.8494502
Lucayan Glen,13,5,1549.19225366,59646.9850124
Lucayan Glen,13,6,709.095093238,24645.8321845
Lucayan Glen,14,1,1259.99311999,44164.1023578
Lucayan Glen,14,3,768.400618416,30067.4205124
Lucayan Glen,14,4,1449.71813778,55739.4120362
Lucayan Glen,14,5,1136.39639527,39276.4639897
Lucayan Glen,14,6,1265.42138948,50028.1169189
Lucayan Glen,15,1,1523.11482594,54045.762438
Lucayan Glen,15,4,1236.38852685,42541.9229391
Lucayan Glen,12,5,1079.09741117,37322.1837793
Lucayan Glen,15,6,1624.10090113,91010.2873783
Lucayan Glen,16,1,1422.36164018,27114.8864481
Lucayan Glen,16,6,1902.95324566,111553.371413
Lucayan Glen,17,1,1572.38306997,57427.8404301
Lucayan Glen,18,1,1694.79261196,68724.382138
Lucayan Glen,18,6,2802.10528011,171837.717655
Lucayan Glen,19,1,1029.55666379,35151.4537338
Lucayan Glen,19,6,3415.21144084,220667.235402
Lucayan Glen,2,1,697.15143738,29015.7768974
Lucayan Glen,2,2,1333.23888212,50174.8762597
Lucayan Glen,2,3,1583.49367207,73147.8852046
Lucayan Glen,2,4,1011.60257216,35938.281277
Lucayan Glen,2,5,1756.2419828,104193.804474
Lucayan Glen,2,6,1308.97518279,51150.03248
Lucayan Glen,20,1,823.446310515,26677.7719151
Lucayan Glen,20,6,942.052270008,51166.7392698
Lucayan Glen,21,1,1168.69486953,21373.9796898
Lucayan Glen,21,6,951.493435032,35360.5073558
Lucayan Glen,22,1,1515.57616302,54109.5951634
Lucayan Glen,22,6,738.422431898,25979.8556249
Lucayan Glen,23,6,965.428883152,33114.1488215
Lucayan Glen,24,6,983.760119795,37962.8484247
Lucayan Glen,25,6,723.990779431,25486.8302288
Lucayan Glen,26,6,822.62506276,30056.5358056
Lucayan Glen,27,6,1816.86220603,106379.668831
Lucayan Glen,28,6,4509.70686904,213955.492103
Forest Green,3,10,4829.64508353,125900.237222
Lucayan Glen,3,2,1266.22151667,31016.9429339
Lucayan Glen,3,3,976.39081817,41964.6222534
Lucayan Glen,3,5,1405.43619544,39244.7016445
Lucayan Glen,3,6,961.829881039,36888.9076402
Forest Green,4,10,3587.67441445,105467.179381
Lucayan Glen,4,2,2752.85281519,57784.688304
Lucayan Glen,4,3,1505.89018668,67454.6550053
Lucayan Glen,4,4,1535.0607105,55759.9515754
Lucayan Glen,4,5,3215.4091019,74407.321605
Lucayan Glen,4,6,760.754146211,24355.053382
Lucayan Glen,5,1,1026.68101236,44054.1413706
Lucayan Glen,5,2,671.13809735,20555.0356788
Lucayan Glen,5,3,1160.10654435,50464.2360351
Lucayan Glen,5,4,1206.67151577,43909.0009456
Lucayan Glen,5,5,1573.17602064,59189.8065798
Lucayan Glen,5,6,920.45088277,34251.4971916
Lucayan Glen,6,1,1377.17540972,57685.2076612
Lucayan Glen,6,2,2217.91297355,47926.1879578
Lucayan Glen,6,3,771.926802253,31356.9659362
Lucayan Glen,6,4,1429.06725856,52830.4339435
Lucayan Glen,6,5,860.331339048,28563.1898352
Lucayan Glen,6,6,3582.12018852,154626.849493
Lucayan Glen,7,1,1678.82861499,67323.1983885
Lucayan Glen,7,2,1034.66800333,35474.6886018
Lucayan Glen,7,3,1237.87140743,55930.4363604
Lucayan Glen,7,4,1752.37771016,64205.9905816
Lucayan Glen,7,5,1167.30480561,41690.0211711
Lucayan Glen,7,6,745.636697033,26344.0123303
Lucayan Glen,8,1,1883.28344755,87724.1901132
Lucayan Glen,8,2,887.238236834,30126.9283016
Lucayan Glen,8,3,3361.32849379,108736.004006
Lucayan Glen,8,4,649.110956031,21338.3549472
Lucayan Glen,8,5,893.695099187,33780.0555857
Lucayan Glen,8,6,1435.96937789,56485.5561917
Lucayan Glen,9,1,1904.96942867,48061.0063133
Lucayan Glen,9,2,1399.27533608,52796.9021093
Lucayan Glen,9,3,1112.63913026,48982.8177283
Lucayan Glen,9,4,1004.01833125,35340.1037554
Lucayan Glen,9,5,1404.59565414,49853.6829046
Lucayan Glen,9,6,1352.17844684,53912.9027753
Lucayan Knoll,1,,1340.66990208,29515.4218342
Lucayan Knoll,10,,458.635480667,12398.768843
Lucayan Knoll,11,,1036.81158848,21072.7488434
Lucayan Knoll,12,,257.262849687,3948.67878671
Lucayan Knoll,2,,568.394793583,16592.0240439
Lucayan Knoll,4,,951.692622126,31869.0643589
Lucayan Knoll,6,,1394.42373386,39882.5178063
Lucayan Knoll,7,,1634.73391142,49351.685454
Lucayan Knoll,8,,1863.03468011,46214.4054024
Lucayan Knoll,9,,765.708804761,24599.0270968
Maliboo Reef,1,,1554.61539134,32382.3084
Maliboo Reef,10,,139.123365107,1165.12571323
Maliboo Reef,11,,144.194922374,1303.20701671
Maliboo Reef,2,,712.228187076,15056.8636411
Maliboo Reef,3,,820.236193316,17567.4037251
Maliboo Reef,4,,934.718283342,15425.9018381
Maliboo Reef,5,,334.129583918,3408.44228233
Maliboo Reef,6,,2036.98547063,56748.9986027
Pearl Bay,1,,6351.50055835,221060.629215
Pearl Bay,2,,2412.13815207,80950.6873717
Pearl Bay,3,,2467.6167785,108973.241519
Pinder's Estate,A-1,,634.167883219,21779.288892
Pinder's Estate,A-2,,1424.23734028,53101.2647734
Pinder's Estate,A-3,,719.306067412,24450.2235548
Pine Bay,1,,13028.3265063,300121.498845
Pine Bay,2,,966.503627814,23105.1087318
Pine Bay,3,,2067.89072948,51990.7094271
Queens Cove,1,,1439.59148874,60938.2953977
Queens Cove,1,,570.695454424,17883.1457064
Queens Cove,10,,554.557447186,16948.8327001
Queens Cove,10,,631.634061675,12598.2585348
Queens Cove,10,,1565.98281758,34473.8006207
Queens Cove,11,,1089.45487662,29891.3706161
Queens Cove,11,,864.318396403,28123.6124851
Queens Cove,11A,,919.491565935,20872.3244168
Queens Cove,12,,1088.61928663,29905.3797232
Queens Cove,12,,1129.42091558,25446.6919295
Queens Cove,12A,,1072.01092334,29050.4118797
Queens Cove,13,,1063.50774117,28913.9578941
Queens Cove,13,,200.937920068,2182.56980214
Queens Cove,13,,676.349114855,24086.7095219
Queens Cove,14,,1410.69973434,26542.6647197
Queens Cove,15,,429.812052884,10366.2728715
Queens Cove,15,,510.454885421,14031.6793823
Queens Cove,16,,496.553207183,7776.09944816
Queens Cove,16,,576.903125757,7972.29113244
Queens Cove,16,,586.879282378,17340.6332944
Queens Cove,17,,243.565135497,3438.6620472
Queens Cove,17,,592.73453392,17536.4938987
Queens Cove,17,,2329.58553396,40753.9071675
Queens Cove,18,,722.365364749,21949.2278007
Queens Cove,18,,2689.94229718,51072.3365003
Queens Cove,18,,2338.80021183,45439.015532
Queens Cove,19,,1039.35642578,34115.276512
Queens Cove,19,,2235.82098539,80119.9840097
Queens Cove,2,,1237.019561,49398.9626946
Queens Cove,20,,519.606835313,15088.8027706
Queens Cove,20,,2114.67638503,68756.4523396
Queens Cove,21,,506.392781623,13885.1689597
Queens Cove,21,,1275.9029374,27549.3066304
Queens Cove,22,,1095.23988714,36573.7269118
Queens Cove,22,,794.018819524,25158.2281592
Queens Cove,23,,404.134532399,9637.16937204
Queens Cove,23,,738.112107319,14872.2788808
Queens Cove,24,,383.654684902,8973.38590305
Queens Cove,24,,971.896820201,24715.8738029
Queens Cove,24,,1295.26090447,34537.8379016
Queens Cove,25,,1355.76093518,44176.1202206
Queens Cove,25,,660.005755025,16368.6446743
Queens Cove,25,,1389.08923624,34825.4568208
Queens Cove,26,,395.377689892,9706.95836671
Queens Cove,26,,3821.18172464,82967.9755543
Queens Cove,27,,328.448002949,6972.09787648
Queens Cove,27,,1519.81635673,52267.858733
Queens Cove,28,,277.73419482,5069.90857184
Queens Cove,28,,738.587521294,23326.4538141
Queens Cove,29,,2321.68498212,42232.8170999
Queens Cove,29,,2876.87569587,57641.7332172
Queens Cove,29,,414.295471248,6901.50542875
Queens Cove,29,,1864.46276552,48684.9458987
Queens Cove,3,,128.012519511,997.474345399
Queens Cove,3,,887.241294464,17811.8253052
Queens Cove,3,,737.033389495,12926.122547
Queens Cove,3,,605.244931028,17681.2041729
Queens Cove,30,,314.592513948,4176.04624405
Queens Cove,30,,341.729415375,7674.95234878
Queens Cove,31,,827.191458426,27184.1623205
Queens Cove,32,,396.903615108,6471.86503129
Queens Cove,33,,1638.78887458,29367.6174754
Queens Cove,34,,1082.00316636,18963.1773091
Queens Cove,35,,1773.68182958,33277.8410611
Queens Cove,36,,560.807481492,16432.8628152
Queens Cove,37,,1111.28387392,20221.7392655
Queens Cove,38,,548.19343024,15621.7228774
Queens Cove,39,,557.850914722,14955.4762222
Queens Cove,4,,175.314184117,1860.7288441
Queens Cove,4,,1002.30402859,20043.7204294
Queens Cove,4,,5759.9245107,109371.773536
Queens Cove,4,,647.301477368,19456.1872814
Queens Cove,4,,227.331252826,2934.79763091
Queens Cove,40,,357.087167982,7973.09179736
Queens Cove,41,,1229.69549162,22099.2019936
Queens Cove,42,,305.784242327,5035.3131068
Queens Cove,43,,1512.07654788,33962.0667516
Queens Cove,45,,2395.15898077,67434.6358073
Queens Cove,46,,627.088569043,20799.769996
Queens Cove,47,,2388.0879734,44290.7941603
Queens Cove,48,,1115.70867243,20470.7513746
Queens Cove,49,,244.427510558,3705.16883623
Queens Cove,5,,814.183188899,25974.017281
Queens Cove,5,,627.052858707,18610.5416364
Queens Cove,50,,888.410833236,15591.1666337
Queens Cove,51,,429.750924951,10885.6906632
Queens Cove,52,,1519.86777051,28097.2088865
Queens Cove,53,,1552.63864854,32045.5162112
Queens Cove,55,,778.251834229,24958.4466438
Queens Cove,56,,638.186069348,18503.266145
Queens Cove,57,,1739.1259329,39012.8702775
Queens Cove,58,,1218.72021101,21741.3304682
Queens Cove,59,,1617.0213558,29937.0638736
Queens Cove,6,,402.678095072,9998.33193528
Queens Cove,6,,646.178504575,19301.8103185
Queens Cove,60,,3457.78740125,82804.2529393
Queens Cove,61,,1505.2576649,27680.7050578
Queens Cove,62,,1593.27135588,29096.8305241
Queens Cove,63,,863.362463423,17976.8028044
Queens Cove,64,,447.376419678,11720.8659526
Queens Cove,65,,455.554411364,12394.3995109
Queens Cove,66,,468.346467519,12937.6493161
Queens Cove,67,,732.419233317,12425.6915995
Queens Cove,68,,1021.02674536,18034.7473965
Queens Cove,69,,1199.63242499,21273.0871459
Queens Cove,7,,468.561764823,8977.37772429
Queens Cove,7,,583.585884951,16528.0201013
Queens Cove,7,,154.706226157,1399.26651712
Queens Cove,70,,976.719184113,17163.2439674
Queens Cove,71,,3320.36025393,69616.0386813
Queens Cove,72,,672.751061835,19406.3086341
Queens Cove,73,,1496.33638824,27116.3508856
Queens Cove,74,,1389.88948425,24789.0541088
Queens Cove,75,,397.192466409,7753.35392481
Queens Cove,8,,998.344144552,32756.9091542
Queens Cove,8,,466.4800223,11856.6136436
Queens Cove,9,,811.96978254,27095.7152037
Queens Cove,9,,322.539359132,4684.79354437
Richmond Park,100,3,710.801670491,22070.3347738
Richmond Park,100,5,714.480867457,22626.2948615
Richmond Park,101,6,1427.71443781,34994.3064469
Richmond Park,102,5,1341.66843877,67289.853636
Richmond Park,103,6,583.676617094,10602.8476575
Richmond Park,104,6,899.471838649,16340.1228652
Richmond Park,105,6,1024.30106333,20408.6452009
Richmond Park,106,6,852.763718278,25598.7761554
Richmond Park,107,6,610.185640494,18340.2159487
Richmond Park,108,6,1888.38038805,48124.4986245
Richmond Park,110,4,545.068950683,13848.3867696
Richmond Park,110,6,3090.38788463,68435.0177805
Richmond Park,111,6,695.902097566,11397.9728873
Richmond Park,112,6,1088.11249619,34995.9737613
Richmond Park,113,6,803.623846761,27011.2238147
Richmond Park,114,6,596.547604947,17404.8129854
Richmond Park,115,6,492.408065234,8947.51571818
Richmond Park,66,1,1006.0179463,25241.0355547
Richmond Park,67,1,770.260073239,27468.2066358
Richmond Park,68,1,802.177306902,29027.2660799
Richmond Park,69,1,1932.53692853,38188.6236022
Richmond Park,70,1,3477.97311724,78497.1583206
Richmond Park,71,1,1027.92116893,40239.2185447
Richmond Park,72,1,703.511653413,25099.3997101
Richmond Park,73,1,558.894929672,17960.1552299
Richmond Park,74,1,718.795857472,26045.1106088
Richmond Park,75,2,1155.50615312,27821.1750084
Richmond Park,76,2,824.241528321,29442.1823415
Richmond Park,77,2,538.400011434,10244.5370297
Richmond Park,78,2,3362.68651758,101836.413202
Richmond Park,79,2,867.402977442,32274.6595894
Richmond Park,82,2,2315.48194301,46423.5676963
Richmond Park,83,2,2692.22065527,59732.9346371
Richmond Park,84,2,997.968222451,41083.901617
Richmond Park,85,2,976.556153627,41212.918872
Richmond Park,86,3,1542.26440498,35362.5328369
Richmond Park,87,1,1482.3944311,28239.4194315
Richmond Park,88,3,2197.12618297,55109.4033841
Richmond Park,89,3,1998.25834671,53239.532002
Richmond Park,90,3,2726.29215735,78197.4135303
Richmond Park,91,5,1206.91432805,33954.539232
Richmond Park,92,5,1001.95753845,23275.9915513
Richmond Park,93,4,904.745571235,41293.8427526
Richmond Park,94,4,1407.00543231,29469.8701168
Richmond Park,95,4,655.81536732,25712.3546976
Richmond Park,96,4,3015.63741674,77489.9546559
Richmond Park,97,4,994.056359017,47568.3005101
Richmond Park,98,5,539.327523787,13232.5501765
Richmond Park,99,5,388.999308696,7832.10169679
Royal Bahamia Estates,1,,1755.32926863,58742.6752129
Royal Bahamia Estates,10,,823.812858732,25968.4130053
Royal Bahamia Estates,11,,395.615871712,6860.7701839
Royal Bahamia Estates,12,,771.177199816,26855.3108923
Royal Bahamia Estates,13,,775.739275039,26409.5316988
Royal Bahamia Estates,14,,796.900849011,29065.8884596
Royal Bahamia Estates,15,,882.526968937,32247.8051996
Royal Bahamia Estates,16,,776.384070174,25714.3630399
Royal Bahamia Estates,17,,788.503100916,27728.4630814
Royal Bahamia Estates,18,,1173.57731602,43506.3315486
Royal Bahamia Estates,19,,1006.23597363,37179.8106082
Royal Bahamia Estates,2,,925.512489274,32894.792698
