Y,X,Id,Shape_Leng,Shape_Area,Name,Limits
,,0,389049.32215999998,330043645.31800001860,,
,,0,1382.33785082000,118709.95938299999,Laing Town,Out Parcel
,,0,891.47173884100,48745.28310140000,Mather Town,Out Parcel
,,0,1733.11386687000,167446.72551300001,Smith's Point,Out Parcel
,,0,3347.04514997000,606304.02882699994,William's Town,Out Parcel
,,0,10162.45128760000,2514770.78935000021,Joseph Hunter,Out Parcel
,,0,3331.19555047000,338636.67293300002,Pinder's Point,Out Parcel
