Y,X,Id,Type,Descript,BLDTYPE
26.5369919782844,-78.6962850076667,0,,Central Police Station,POLICE
26.5254732877195,-78.6945094561573,0,,Bahamas Government Office Complex,
26.5362163551368,-78.6953937750938,0,,Garnet Lavarity Justice Centre,
26.5356502278383,-78.6947372858803,0,,National Insurance Building,
26.5323915827771,-78.6925232324929,0,,Rand Memorial Hospital,
26.5288673763471,-78.7041103401443,0,,Police Training College,POLICE
26.5325799967083,-78.7018762383681,0,,Police Canteen,POLICE
26.5110338385423,-78.6444075432226,0,,Lucaya Police Station,POLICE
