OBJECTID,LENGTH,PREFIX,ST_NAME,SUFFIX,ONEWAY,ST_TYPE,ROW,len,Shape_Leng
16407,467.48664382000,,,,0,,0,0.00000000000,467.48128101700
16408,152.54765708000,,,,0,,0,0.00000000000,152.54725472300
16409,227.88794936000,,,,0,,0,0.00000000000,227.88653945600
16410,397.73300570000,,,,0,,0,0.00000000000,397.72857724200
16411,0.00000000000,,Alamein,Circle,0,Minor,50,0.00000000000,66.88086415220
16412,0.00000000000,,Maxim,Court,0,Minor,50,0.00000000000,163.64910832000
16413,0.00000000000,,Bessemer,Circle,0,Minor,50,0.00000000000,77.02862236390
16417,0.00000000000,,Spencer,Street,0,Minor,0,0.00000000000,404.96143961500
13712,166.56041594000,,Queens,Highway,0,Arterial,0,0.00000000000,166.56015282700
13713,50.73453206000,,,,0,,0,0.00000000000,50.73447622060
13714,11.61673362000,,,,0,,0,0.00000000000,11.61673808080
13715,71.08257939000,,,,0,,0,0.00000000000,71.08144453870
13716,125.80187259000,,,,0,,0,0.00000000000,125.79281272400
13717,110.01334497000,,,,0,,0,0.00000000000,110.01212313200
13718,208.05630234000,,,,0,,0,0.00000000000,208.04669523600
13719,163.99154848000,,,,0,,0,0.00000000000,163.98650179700
13720,105.60804281000,,Touchstone,Terrace,0,Minor,50,0.00000000000,105.59880568700
13721,58.79371078000,,Magellan,Close,0,Minor,60,0.00000000000,58.79141176300
13722,141.39970043000,West,Beach,Road,0,Arterial,125,0.00000000000,141.39913511000
12159,70.44679791000,,Grenada,Avenue,0,Minor,40,0.00000000000,70.36632883350
9814,195.18258070000,,Redhead,Road,0,Minor,30,0.00000000000,195.17644707500
9815,26.94831619000,,Spinney,Road,0,Minor,30,0.00000000000,26.94608651590
10862,19.38419462000,,,,0,,0,0.00000000000,19.38368282130
10863,68.83960911000,,,,0,,0,0.00000000000,68.83814785210
10864,131.42387542000,,,,0,,0,0.00000000000,131.42222769300
10865,299.33970024000,,,,0,,0,0.00000000000,299.33633221000
10866,275.00122812000,,,,0,,0,0.00000000000,274.99585139000
10867,539.39504050000,,,,0,,0,0.00000000000,539.38478332600
10868,299.82487684000,,Bayfront,Drive,0,Minor,0,0.00000000000,299.82165734700
10869,443.26380325000,,Bayfront,Drive,0,Minor,0,0.00000000000,443.25638427100
10870,81.95266628000,,Bayfront,Drive,0,Minor,0,0.00000000000,81.95176353840
10871,179.78254520000,,Bayfront,Drive,0,Minor,0,0.00000000000,179.76870553300
10872,59.65690760000,,Bayfront,Drive,0,Minor,0,0.00000000000,59.65590144130
10944,145.57004475000,,Queens,Highway,0,Arterial,0,0.00000000000,145.55292785000
10945,151.15012422000,,Queens,Highway,0,Arterial,0,0.00000000000,151.13815439400
10955,78.07552305000,,Queens,Highway,0,Arterial,0,0.00000000000,78.07403183140
10956,92.64519607000,,,,0,,0,0.00000000000,92.63949684640
10957,73.63128895000,,,,0,,0,0.00000000000,73.63062011940
10958,100.77214764000,,,,0,,0,0.00000000000,100.77113060000
10959,33.71336909000,,,,0,,0,0.00000000000,33.71319997030
10960,85.33170882000,,,,0,,0,0.00000000000,85.33065208160
10961,418.59696443000,,Queens,Highway,0,Arterial,0,0.00000000000,418.53635449500
10962,154.23389378000,,,,0,,0,0.00000000000,154.22680337700
10963,542.31447397000,,,,0,,0,0.00000000000,542.30591646400
10964,68.04787875000,,,,0,,0,0.00000000000,68.04775046590
10967,179.57862381000,West,Sunrise,Highway,0,Arterial,150,0.00000000000,179.56121841500
10968,534.02414250000,,Queens,Highway,0,Arterial,0,0.00000000000,534.00605423100
10971,271.17601790000,,Peel,Street,0,Major,0,0.00000000000,271.11203625400
10977,42.32906039000,,Westport,Way,0,Minor,100,0.00000000000,42.32313014500
0,0.00000000000,,Suffolk,Street,0,Minor,100,0.00000000000,0.00000000000
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
0,0.00000000000,,Cumberland,Way,0,Minor,0,0.00000000000,0.00000000000
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
0,0.00000000000,,Kensington,,0,Minor,0,0.00000000000,0.00000000000
0,0.00000000000,,Tunbridge,,0,Minor,0,0.00000000000,0.00000000000
1358,220.16450777000,,Windway,Terrace,0,Minor,50,0.00000000000,220.16422383500
1359,91.96164340000,,Windway,Terrace,0,Minor,50,0.00000000000,91.96152373940
1360,359.93459191000,,Windway,Avenue,0,Minor,50,0.00000000000,359.93376235000
1361,92.34006092000,,Windway,Avenue,0,Minor,50,0.00000000000,92.34007134370
1362,319.23165682000,,Windway,Circle,0,Minor,50,0.00000000000,319.23111115600
1363,103.17394525000,,Windway,Circle,0,Minor,50,0.00000000000,103.17381860700
1364,108.68209572000,,Windway,Circle,0,Minor,50,0.00000000000,108.68045787200
1365,210.32568438000,,Windway,Circle,0,Minor,50,0.00000000000,210.32572744600
1366,215.14835083000,,Windway,Circle,0,Minor,50,0.00000000000,215.14816909500
2663,16.04915470000,,,,0,,0,0.00000000000,16.04910178690
3122,270.43610518000,,,,0,,0,0.00000000000,270.31554904400
3123,236.86055726000,,,,0,,0,0.00000000000,236.85622195800
3124,138.91295066000,,,,0,,0,0.00000000000,138.91302284100
3125,1168.33909602000,,,,0,,0,0.00000000000,1168.33758002000
1165,394.47273495000,,Plymouth,Lane,0,Minor,50,0.00000000000,394.47220448700
1166,198.67678012000,,Plymouth,Lane,0,Minor,50,0.00000000000,198.67672230000
1167,841.76109359000,,Worthington,Road,0,Minor,50,0.00000000000,841.75911077000
1168,752.44474391000,,Malden,Road,0,Minor,50,0.00000000000,752.43698166200
1169,97.62983399000,,Dover,Drive,0,Minor,50,0.00000000000,97.62942928790
1179,184.06888074000,,Kirkland,Avenue,0,Minor,50,0.00000000000,184.06766986000
1180,183.05175440000,,Kirkland,Avenue,0,Minor,50,0.00000000000,183.04458910700
1181,158.93491503000,,Kirkland,Avenue,0,Minor,50,0.00000000000,158.92732431400
1184,156.96080746000,,Ivegill,Road,0,Minor,50,0.00000000000,156.95807129500
1185,188.18574460000,,Ivegill,Road,0,Minor,50,0.00000000000,188.18582346000
1186,227.41554529000,,Ivegill,Road,0,Minor,50,0.00000000000,227.41477136600
1187,182.12482801000,,Ivegill,Road,0,Minor,50,0.00000000000,182.12460628300
1188,135.60692133000,,Ivegill,Avenue,0,Minor,50,0.00000000000,135.60641832000
1189,438.36594784000,,Ivegill,Avenue,0,Minor,50,0.00000000000,438.36438768900
1190,181.55859418000,,Caldbeck,Drive,0,Major,60,0.00000000000,181.55859426300
1191,174.03928034000,,BosworthField,Drive,0,Minor,60,0.00000000000,174.03794927700
1192,340.63110787000,,BosworthField,Drive,0,Minor,60,0.00000000000,340.63064411200
1193,137.08611174000,,Loughborough,Lane,0,Major,50,0.00000000000,137.08596993200
1194,275.30927978000,,Loughborough,Lane,0,Major,50,0.00000000000,275.30828436400
1195,286.95915534000,,Loughborough,Lane,0,Major,50,0.00000000000,286.95719843900
1196,316.43749177000,,Loughborough,Drive,0,Major,60,0.00000000000,316.43526671800
1197,109.73487287000,,Rockham,Road,0,Minor,50,0.00000000000,109.73497840800
1198,534.01201557000,,St. John,Road,0,Minor,50,0.00000000000,534.00681780600
1199,771.53312334000,,St. John,Road,0,Minor,50,0.00000000000,771.51989075700
1200,244.92010475000,,Loughborough,Drive,0,Major,60,0.00000000000,244.92017936500
1201,249.51301216000,,Loughborough,Drive,0,Major,60,0.00000000000,249.51246697600
1202,200.18007169000,,Loughborough,Drive,0,Major,60,0.00000000000,200.17988416600
1203,194.14826452000,,Loughborough,Drive,0,Major,60,0.00000000000,194.14607253500
1204,294.18195276000,,Loughborough,Drive,0,Major,60,0.00000000000,294.18045550900
1205,30.76981957000,,,,0,,0,0.00000000000,30.76989368450
1206,219.88623293000,,Hartside,Road,0,Minor,50,0.00000000000,219.88430762100
1207,183.48342147000,,Highlaws,Road,0,Minor,50,0.00000000000,183.48341226200
1208,102.85880444000,,Highlaws,Avenue,0,Minor,50,0.00000000000,102.85799211500
1209,330.76513341000,,Holkham,Road,0,Minor,50,0.00000000000,330.76026216100
1210,425.92244424000,,Holkham,Road,0,Minor,50,0.00000000000,425.92184332200
1211,165.36617582000,,Holkham,Road,0,Minor,50,0.00000000000,165.36433431800
1212,463.20163958000,,Husbands Bosworth,Road,0,Minor,50,0.00000000000,463.20086582400
1213,469.93030695000,,Loughborough,Drive,0,Major,60,0.00000000000,469.92940912200
1214,332.46791448000,,Loughborough,Drive,0,Major,60,0.00000000000,332.46671149000
1215,246.32847239000,,Loughborough,Drive,0,Major,60,0.00000000000,246.32848715100
1216,40.80255918000,,Compton,Lane,0,Minor,50,0.00000000000,40.80254805730
1217,162.26799501000,,Wolsey,Road,0,Minor,50,0.00000000000,162.26736761400
1218,28.26360850000,,Wolsey,Road,0,Minor,50,0.00000000000,28.26362260960
1219,83.01900808000,,Wolsey,Road,0,Minor,50,0.00000000000,83.01909916060
1271,136.25449714000,,Eccles,Drive,0,Minor,50,0.00000000000,136.25027392100
3249,272.72186291000,,,,0,,0,0.00000000000,272.71851661000
3250,260.42531716000,,,,0,,0,0.00000000000,260.40114751300
3251,250.35425942000,,,,0,,0,0.00000000000,250.32763656600
3252,267.43077740000,,,,0,,0,0.00000000000,267.42919662400
3253,245.21216876000,,,,0,,0,0.00000000000,245.20818068800
3254,137.26286898000,,,,0,,0,0.00000000000,137.26288385200
3255,122.79227461000,,,,0,,0,0.00000000000,122.78233174300
3256,298.30456200000,,,,0,,0,0.00000000000,298.28862209300
3257,295.36595974000,,,,0,,0,0.00000000000,295.26460371300
3258,287.06840398000,,,,0,,0,0.00000000000,287.04110882600
3259,165.77587540000,,,,0,,0,0.00000000000,165.77490343000
3260,299.84200655000,,,,0,,0,0.00000000000,299.49493169100
3261,318.64518179000,,,,0,,0,0.00000000000,318.63471417700
3262,150.07719390000,,,,0,,0,0.00000000000,150.07548077200
3263,129.74613557000,,,,0,,0,0.00000000000,129.74372216700
3264,247.41435395000,,,,0,,0,0.00000000000,247.34242060100
3265,243.26339443000,,,,0,,0,0.00000000000,243.26259560300
3266,255.23136450000,,,,0,,0,0.00000000000,255.18096871100
3267,244.13148028000,,,,0,,0,0.00000000000,244.06573589700
3268,280.62204556000,,,,0,,0,0.00000000000,280.60372183700
3269,291.34610825000,,,,0,,0,0.00000000000,291.34154343900
3270,200.25477784000,,,,0,,0,0.00000000000,200.19609971200
3271,332.69795905000,,,,0,,0,0.00000000000,332.53923039000
3272,81.27881991000,,,,0,,0,0.00000000000,81.25779764560
3273,147.02925176000,,,,0,,0,0.00000000000,147.01078995800
3274,267.83351822000,,,,0,,0,0.00000000000,267.82102828000
3275,241.87726191000,,,,0,,0,0.00000000000,241.82669527200
3276,239.70426214000,,,,0,,0,0.00000000000,239.70363170200
3277,245.35347419000,,,,0,,0,0.00000000000,245.34640839500
3278,119.83466185000,,,,0,,0,0.00000000000,119.83395007900
3279,743.55791896000,,,,0,,0,0.00000000000,743.15166369900
3280,246.28732311000,,,,0,,0,0.00000000000,246.16375082200
3281,115.59657415000,,,,0,,0,0.00000000000,115.59340627000
3282,128.43165390000,,,,0,,0,0.00000000000,128.43071506500
3283,271.64410501000,,,,0,,0,0.00000000000,271.63644410500
3284,885.57501970000,,,,0,,0,0.00000000000,885.54797966300
3285,261.98059743000,,,,0,,0,0.00000000000,261.91758745500
3286,189.39363522000,,,,0,,0,0.00000000000,189.15569993700
3287,257.93561637000,,,,0,,0,0.00000000000,257.86510833700
3288,254.24456737000,,,,0,,0,0.00000000000,254.17122041300
3289,146.28514373000,,,,0,,0,0.00000000000,146.28475275500
3290,502.74352792000,,,,0,,0,0.00000000000,502.73364348800
3291,280.37185982000,,,,0,,0,0.00000000000,280.36917239600
3292,328.01061109000,,,,0,,0,0.00000000000,327.97866276300
3293,272.60184274000,,,,0,,0,0.00000000000,272.56780983600
3294,257.95634552000,,,,0,,0,0.00000000000,257.87370438800
3295,15.41458481000,,,,0,,0,0.00000000000,15.41262215240
3296,146.06178387000,,,,0,,0,0.00000000000,146.05739589100
3297,241.66890955000,,,,0,,0,0.00000000000,241.66022300600
3298,149.49460730000,,,,0,,0,0.00000000000,149.49230490000
3299,256.58207610000,,,,0,,0,0.00000000000,256.57559910700
3300,120.43172658000,,,,0,,0,0.00000000000,120.43097587000
3301,126.51241716000,,,,0,,0,0.00000000000,126.50443161600
3302,249.88667181000,,,,0,,0,0.00000000000,249.87649481000
3303,264.10449494000,,,,0,,0,0.00000000000,263.96410470400
3304,31.07292031000,,,,0,,0,0.00000000000,31.07256864190
3305,238.91511045000,,,,0,,0,0.00000000000,238.84724282000
3306,131.42396739000,,,,0,,0,0.00000000000,131.42315671800
3307,2.98691887000,,,,0,,0,0.00000000000,2.98685634604
3308,217.86733834000,,,,0,,0,0.00000000000,217.86502862400
3309,206.54646885000,,,,0,,0,0.00000000000,206.54378487800
4875,94.31115077000,,Cedars,Road,0,Minor,50,0.00000000000,94.31115127560
4876,95.66951404000,,Cedars,Street,0,Minor,50,0.00000000000,95.66805948040
4877,337.79423601000,,Cedars,Terrace,0,Minor,50,0.00000000000,337.79077358100
4878,91.16244494000,,Cedars,Terrace,0,Minor,50,0.00000000000,91.15981152420
4879,419.32589595000,,Cedars,Street,0,Minor,50,0.00000000000,419.32433801000
4880,201.55955409000,,Johnby,Drive,0,Minor,60,0.00000000000,201.55936448000
4881,214.84935322000,,Johnby,Drive,0,Minor,60,0.00000000000,214.84858825700
4882,141.07049816000,,Johnby,Drive,0,Minor,60,0.00000000000,141.07063111200
4883,163.60179993000,,Johnby,Drive,0,Minor,60,0.00000000000,163.60155329100
4884,166.82150674000,,Johnby,Drive,0,Minor,60,0.00000000000,166.82169605900
4885,136.44659746000,,Johnby,Drive,0,Minor,60,0.00000000000,136.44641643300
4886,191.62006736000,,Johnby,Drive,0,Minor,60,0.00000000000,191.62010735100
4887,142.04823743000,,Johnby,Drive,0,Minor,60,0.00000000000,142.04716606800
4888,166.38377486000,,Johnby,Drive,0,Minor,100,0.00000000000,166.38360374000
4889,146.63171583000,,Johnby,Drive,0,Minor,100,0.00000000000,146.62968958000
4890,117.07991654000,,Marlow Park,Drive,0,Minor,100,0.00000000000,117.07931263800
4891,260.70876720000,,Marlow Park,Drive,0,Minor,100,0.00000000000,260.70862718700
4892,141.04972262000,,Marlow Park,Drive,0,Minor,100,0.00000000000,141.04912222900
4893,141.07686486000,,Marlow Park,Drive,0,Minor,100,0.00000000000,141.07665533000
4894,194.97657937000,,Marlow Park,Drive,0,Minor,100,0.00000000000,194.97613662000
4895,213.40719263000,,Marlow Park,Drive,0,Minor,100,0.00000000000,213.40724434900
4896,166.65669026000,,Marlow Park,Drive,0,Minor,100,0.00000000000,166.65678973600
4897,169.24773590000,,Marlow Park,Drive,0,Minor,100,0.00000000000,169.24712175200
4898,150.22082163000,,Marlow Park,Drive,0,Minor,100,0.00000000000,150.22003825200
4899,56.58600665000,,Marlow Park,Drive,0,Minor,100,0.00000000000,56.57794682420
4900,93.00583467000,,Cedars,Road,0,Minor,50,0.00000000000,93.00538212120
4901,201.16711932000,,Houghton Park,Drive,0,Minor,100,0.00000000000,201.16572861100
4902,345.77324758000,,Houghton Park,Drive,0,Minor,100,0.00000000000,345.76711336900
4903,210.85068476000,,Houghton Park,Lane,0,Minor,100,0.00000000000,210.85066236100
4904,706.02599427000,,Aston Hall,Drive,0,Major,80,0.00000000000,706.02419527700
4905,241.22609500000,,Aston Hall,Drive,0,Major,80,0.00000000000,241.22599461400
4906,151.21640934000,,Aston Hall,Drive,0,Major,80,0.00000000000,151.21634204800
4907,5.21012639000,,Aston Hall,Drive,0,Major,50,0.00000000000,5.21007027530
4908,245.92605731000,,Aston Hall,Drive,0,Major,80,0.00000000000,245.92426724200
4909,214.54548232000,,Aston Hall,Drive,0,Major,80,0.00000000000,214.54470951600
4910,196.38636836000,,Aston Hall,Drive,0,Major,80,0.00000000000,196.38632355500
4911,366.97698825000,,Aston Hall,Drive,0,Major,80,0.00000000000,366.97671365500
4912,145.19250230000,,Aston Hall,Drive,0,Major,80,0.00000000000,145.19243664000
4913,163.67678547000,,Allendale,Road,0,Major,80,0.00000000000,163.67631236700
4914,614.77639326000,,Allendale,Road,0,Major,80,0.00000000000,614.77587446500
4915,182.14748119000,,Allendale,Road,0,Major,80,0.00000000000,182.14600888600
4916,507.37285381000,,Allendale,Road,0,Major,80,0.00000000000,507.35692417900
4917,228.94694327000,,Allendale,Road,0,Major,80,0.00000000000,228.94679624300
4918,853.67881822000,,Allendale,Road,0,Major,80,0.00000000000,853.67907670100
4919,182.02104082000,,Allendale,Road,0,Major,80,0.00000000000,182.02088038500
5511,105.69114228000,,Dobwalls,Avenue,0,Minor,60,0.00000000000,105.68976755500
5512,83.99331023000,,Penzance,Road,0,Minor,60,0.00000000000,83.99017411960
5513,407.83616043000,,Cornwall,Drive,0,Minor,125,0.00000000000,407.83454971200
5514,25.85524874000,,Dobwalls,Avenue,0,Minor,60,0.00000000000,25.85529323440
5515,317.45568320000,,Hellston,Avenue,0,Minor,60,0.00000000000,317.45217353100
5516,93.14272169000,,Hayle,Close,0,Minor,50,0.00000000000,93.13774644360
5518,374.94848291000,,St. Mawes,Avenue,0,Minor,60,0.00000000000,374.93253041300
5520,84.34086551000,,Zennor,Avenue,0,Minor,60,0.00000000000,84.34020064190
5521,273.98572053000,,Zennor,Avenue,0,Minor,60,0.00000000000,273.98217341400
5522,67.57927684000,,Boscastle,Street,0,Minor,60,0.00000000000,67.57847450550
5523,305.41926251000,,Cambourne,Loop,0,Minor,60,0.00000000000,305.41392913900
5524,66.89884730000,,Cornwall,Drive,0,Minor,125,0.00000000000,66.89855457250
5525,122.18403721000,,Liskeard,Avenue,0,Minor,60,0.00000000000,122.17994935700
5526,72.16279795000,,Trenance,Court,0,Minor,50,0.00000000000,72.15705357630
5530,192.56681793000,,Whitstone,Lane,0,Minor,60,0.00000000000,192.56517176400
5533,546.58937963000,,Perranporth,Avenue,0,Minor,60,0.00000000000,546.57833294300
5534,654.58838887000,,Cornwall,Drive,0,Minor,125,0.00000000000,654.58681621700
5537,211.42551974000,,Grasmere,Drive,0,Minor,60,0.00000000000,211.41848205400
5540,57.91958756000,,Kent,Lane,0,Minor,50,0.00000000000,57.91638601030
5541,11.57242040000,,Orleans,Drive,0,Minor,50,0.00000000000,11.57251743270
5542,162.58126284000,,Thames,Street,0,Minor,50,0.00000000000,162.57287422600
5543,234.25307429000,,Bethel,Lane,0,Minor,50,0.00000000000,234.21740390700
5544,63.47015369000,,Rosalind,Place,0,Minor,60,0.00000000000,63.46516521950
5545,48.56104732000,,Naphill,Circle,0,Minor,50,0.00000000000,48.55601125090
5546,404.04091405000,,Little John,Circle,0,Minor,50,0.00000000000,403.95440326300
5547,179.67560884000,,Mansfield,Lane,0,Minor,50,0.00000000000,179.66581838200
5549,48.41953633000,,Robin Hood,Lane,0,Minor,50,0.00000000000,48.41213819610
5550,85.59076610000,,Nottingham,Road,0,Minor,50,0.00000000000,85.54843094300
5551,281.39723153000,,Allen-A-Dale,Drive,0,Minor,50,0.00000000000,281.35511683100
5552,72.70787528000,,Hucknull,Drive,0,Minor,50,0.00000000000,72.68858108790
5553,62.00346575000,,Richard's,Road,0,Minor,50,0.00000000000,62.00052644090
5554,477.21669496000,,Maid Marian,Avenue,0,Minor,50,0.00000000000,477.03469441400
5555,71.75301463000,,Workshop,Way,0,Minor,50,0.00000000000,71.73961794920
5557,473.96596274000,,Winesop,Road,0,Minor,50,0.00000000000,473.94204688300
5558,140.24197534000,,Maid Marian,Avenue,0,Minor,50,0.00000000000,140.23789334100
5559,69.35053619000,,Southwell,Drive,0,Minor,50,0.00000000000,69.34375184530
5560,134.37715914000,,Crossbow,Court,0,Minor,50,0.00000000000,134.29056467400
5561,17.83982413000,,Tuxford,Lane,0,Minor,50,0.00000000000,17.83957250250
6017,394.53207593000,,,,0,,0,0.00000000000,394.52180415900
6018,759.49574723000,,,,0,,0,0.00000000000,759.46580652500
6019,661.79955932000,,,,0,,0,0.00000000000,661.72985585100
6020,894.41961928000,,,,0,,0,0.00000000000,894.33868033300
6021,104.35592024000,,,,0,,0,0.00000000000,104.34867754400
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
0,0.00000000000,,,,0,,0,0.00000000000,0.00000000000
6330,52.36143677000,,,,0,,0,0.00000000000,52.36079236180
6331,92.13619121000,,,,0,,0,0.00000000000,92.13447544470
6332,48.84902796000,,,,0,,0,0.00000000000,48.84434467700
6333,77.79536399000,,,,0,,0,0.00000000000,77.78919054450
6334,151.60895665000,,,,0,,0,0.00000000000,151.58975720700
6335,43.08933148000,,,,0,,0,0.00000000000,43.08330086820
6336,128.17048031000,,,,0,,0,0.00000000000,128.15795207800
6337,151.64507134000,,,,0,,0,0.00000000000,151.63511413000
6338,49.49011918000,,,,0,,0,0.00000000000,49.47862205560
6339,24.55544754000,,,,0,,0,0.00000000000,24.53505417680
6340,91.37062918000,,,,0,,0,0.00000000000,91.36382012650
6341,350.15292592000,,,,0,,0,0.00000000000,350.14487639800
6342,48.70345605000,,,,0,,0,0.00000000000,48.69811892430
6343,90.75305472000,,,,0,,0,0.00000000000,90.68258756110
6344,112.16947703000,,,,0,,0,0.00000000000,112.10977268800
6345,70.88504595000,,,,0,,0,0.00000000000,70.85372518920
6346,367.95141739000,,,,0,,0,0.00000000000,367.89305777900
6347,125.12741168000,,,,0,,0,0.00000000000,125.11897567600
6348,20.63448027000,,,,0,,0,0.00000000000,20.63444414440
6349,85.45054740000,,,,0,,0,0.00000000000,85.45007095930
6350,36.43152440000,,,,0,,0,0.00000000000,36.43126761780
6351,104.22402166000,,,,0,,0,0.00000000000,104.22190643100
6352,88.34922853000,,,,0,,0,0.00000000000,88.34827592420
6353,518.07907529000,,,,0,,0,0.00000000000,518.00065936200
6354,86.22174218000,,,,0,,0,0.00000000000,86.22114557440
6355,389.82699957000,,,,0,,0,0.00000000000,389.81153528900
6356,503.73587817000,,,,0,,0,0.00000000000,503.71196274500
6357,35.82780367000,,,,0,,0,0.00000000000,35.82143594070
6358,98.94466592000,,,,0,,0,0.00000000000,98.94150918510
6359,88.85122187000,,,,0,,0,0.00000000000,88.84581781750
6360,5.12111521000,,,,0,,0,0.00000000000,5.12106731833
6361,130.85738888000,,,,0,,0,0.00000000000,130.83910778700
6362,149.63619069000,,,,0,,0,0.00000000000,149.63155487300
6363,79.81281175000,,,,0,,0,0.00000000000,79.81064696910
6364,90.22744039000,,,,0,,0,0.00000000000,90.21674131950
6365,90.99967531000,,,,0,,0,0.00000000000,90.99319358480
6366,0.50462461000,,,,0,,0,0.00000000000,0.50473566637
6367,44.21055740000,,,,0,,0,0.00000000000,44.20950753700
6368,264.96483011000,,,,0,,0,0.00000000000,264.95818895500
6369,321.74092300000,,,,0,,0,0.00000000000,321.71202624600
6370,30.05700387000,,,,0,,0,0.00000000000,30.05612900720
6371,152.02587753000,,,,0,,0,0.00000000000,152.02084724100
6372,302.67099373000,,,,0,,0,0.00000000000,302.66881005100
6373,1203.36928013000,,,,0,,0,0.00000000000,1203.34227246000
6374,584.41555907000,,,,0,,0,0.00000000000,584.38799640800
6375,192.07757065000,,,,0,,0,0.00000000000,192.07598604400
6376,225.29145975000,,,,0,,0,0.00000000000,225.28741389100
6377,144.88923996000,,,,0,,0,0.00000000000,144.88181011300
6378,165.00615999000,,,,0,,0,0.00000000000,165.00292925200
6379,658.73706524000,,,,0,,0,0.00000000000,658.72823105400
6380,159.34669855000,,,,0,,0,0.00000000000,159.34308532600
6381,200.75707709000,,,,0,,0,0.00000000000,200.74792009200
6382,218.31869369000,,,,0,,0,0.00000000000,218.31651880100
6383,41.91558967000,,,,0,,0,0.00000000000,41.91575688760
6384,458.03305020000,,,,0,,0,0.00000000000,458.03014005300
7435,124.27159798000,,Curzon,Drive,0,Minor,50,0.00000000000,124.27100080600
7436,78.21272311000,,Curzon,Court,0,Minor,50,0.00000000000,78.21266283760
1881,177.08198090000,,,,0,,0,0.00000000000,177.07100420300
1882,299.75015561000,,,,0,,0,0.00000000000,299.74921170300
1883,412.04051617000,,,,0,,0,0.00000000000,412.03561568900
1884,452.47675640000,,,,0,,0,0.00000000000,452.45998076900
1885,515.00673740000,,,,0,,0,0.00000000000,515.00265107800
1886,96.27705758000,,,,0,,0,0.00000000000,96.27305335560
1887,113.86061533000,,,,0,,0,0.00000000000,113.85535994000
1888,162.44654669000,,,,0,,0,0.00000000000,162.44547660500
1889,151.79859195000,,,,0,,0,0.00000000000,151.79191574800
1890,176.39448241000,,,,0,,0,0.00000000000,176.37332009800
1891,188.61011111000,,,,0,,0,0.00000000000,188.60917285400
1892,164.87131289000,,,,0,,0,0.00000000000,164.87147712700
1893,172.72043613000,,,,0,,0,0.00000000000,172.70390884700
1894,151.17368891000,,,,0,,0,0.00000000000,151.17360835600
1895,12.88556378000,,,,0,,0,0.00000000000,12.87689956410
1896,152.03586986000,,,,0,,0,0.00000000000,152.03551229700
1897,94.82774843000,,,,0,,0,0.00000000000,94.82735413510
1898,192.25177160000,,,,0,,0,0.00000000000,192.24662382400
1899,105.84157087000,,,,0,,0,0.00000000000,105.83997577800
1900,146.47845656000,,,,0,,0,0.00000000000,146.47207044500
1901,284.50075211000,,,,0,,0,0.00000000000,284.34809567000
1902,483.46332899000,,,,0,,0,0.00000000000,483.43792518900
1903,177.48378026000,,,,0,,0,0.00000000000,177.48330722300
1904,331.22339506000,,,,0,,0,0.00000000000,331.20284658600
1905,840.17097439000,,,,0,,0,0.00000000000,840.16642446400
1906,571.01452597000,,,,0,,0,0.00000000000,571.00873217000
1907,255.08967019000,,,,0,,0,0.00000000000,255.08973913800
1908,638.18234796000,,,,0,,0,0.00000000000,638.17301630400
1909,51.17343625000,,,,0,,0,0.00000000000,51.16919135720
1910,76.65295899000,,,,0,,0,0.00000000000,76.65084855020
1911,324.70426007000,,,,0,,0,0.00000000000,324.70280415800
1912,276.15788108000,,,,0,,0,0.00000000000,276.15705716400
1913,128.76255719000,,,,0,,0,0.00000000000,128.53696676300
1914,226.17320599000,,,,0,,0,0.00000000000,226.17047609600
1915,169.62481617000,,,,0,,0,0.00000000000,169.62448307000
1916,199.31624268000,,,,0,,0,0.00000000000,199.30974861900
1917,139.76885644000,,,,0,,0,0.00000000000,139.76716411500
1918,247.94328872000,,,,0,,0,0.00000000000,247.93637208400
1919,32.61070469000,,,,0,,0,0.00000000000,32.61041516670
1920,245.86272394000,,,,0,,0,0.00000000000,245.85677491100
1921,107.34032508000,,,,0,,0,0.00000000000,107.33815820500
1922,329.52786341000,,,,0,,0,0.00000000000,329.52478409900
1923,40.18647584000,,,,0,,0,0.00000000000,40.18290114110
1924,234.26324707000,,,,0,,0,0.00000000000,234.25913430900
1925,272.68153677000,,,,0,,0,0.00000000000,272.66047727400
1926,691.57455196000,,,,0,,0,0.00000000000,691.56875232500
1927,21.88462937000,,,,0,,0,0.00000000000,21.86474018000
1928,323.38555263000,,,,0,,0,0.00000000000,323.37902086900
1929,1466.40877906000,,,,0,,0,0.00000000000,1466.39910697000
1930,1282.99221449000,,,,0,,0,0.00000000000,1282.97865322000
1931,195.81822089000,,,,0,,0,0.00000000000,195.81620947600
1932,140.10704626000,,,,0,,0,0.00000000000,140.10654477000
1933,483.54611156000,,,,0,,0,0.00000000000,483.54215696300
1934,68.92645194000,,,,0,,0,0.00000000000,68.92201432100
1605,121.74777504000,,Frinton,Drive,0,Minor,50,0.00000000000,121.74781949700
1606,193.73733201000,,Buttsbury,Lane,0,Minor,50,0.00000000000,193.73083525400
1607,133.19604565000,,Buttsbury,Lane,0,Minor,50,0.00000000000,133.19392820100
